"Product";"Type";"Division";"Group";"ShortDescription";"Description"
"EL41926K";"Tipo 2374";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41927C";"Tipo 1515";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41929C";"Tipo 2375";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4193";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41930C";"Tipo 5529";"Division 1";"Grupo 1";"Texto Search Descripcion 1583";"Texto Descripcion 1"
"EL41932C";"Tipo 948";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41933C";"Tipo 2376";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41934C";"Tipo 4720";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41935C";"Tipo 1516";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41936C";"Tipo 235";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41937C";"Tipo 1517";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41938C";"Tipo 5502";"Division 1";"Grupo 1";"Texto Search Descripcion 1171";"Texto Descripcion 1"
"EL41939C";"Tipo 5503";"Division 1";"Grupo 1";"Texto Search Descripcion 1172";"Texto Descripcion 1"
"EL4194";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41940C";"Tipo 949";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41941C";"Tipo 624";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41941K";"Tipo 2377";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41942C";"Tipo 4721";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41943";"Tipo 236";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41944C";"Tipo 2378";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41945C";"Tipo 2379";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41946C";"Tipo 2380";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41947C";"Tipo 2381";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41948C";"Tipo 2382";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41949C";"Tipo 3428";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4195";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41950C";"Tipo 3429";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41951C";"Tipo 1518";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41952C";"Tipo 9556";"Division 1";"Grupo 1";"Texto Search Descripcion 1589";"Texto Descripcion 1"
"EL41953C";"Tipo 1519";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41954C";"Tipo 625";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41955C";"Tipo 1520";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41956C";"Tipo 950";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41957C";"Tipo 626";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41958C";"Tipo 2383";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41959C";"Tipo 3430";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4196";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41960C";"Tipo 3431";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41961C";"Tipo 5504";"Division 1";"Grupo 1";"Texto Search Descripcion 1182";"Texto Descripcion 1"
"EL41962C";"Tipo 2384";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41963C";"Tipo 3432";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41964C";"Tipo 2385";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41965C";"Tipo 3433";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41966C";"Tipo 3434";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41967C";"Tipo 3435";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41968C";"Tipo 5505";"Division 1";"Grupo 1";"Texto Search Descripcion 1184";"Texto Descripcion 1"
"EL41969C";"Tipo 2386";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4197";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41970C";"Tipo 1521";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41971C";"Tipo 5506";"Division 1";"Grupo 1";"Texto Search Descripcion 1187";"Texto Descripcion 1"
"EL41972";"Tipo 6938";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41976";"Tipo 4722";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41979C";"Tipo 2387";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4198";;"Division 1";"Grupo 1";"Texto Search Descripcion 2";"Texto Descripcion 2"
"EL41980";"Tipo 1522";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41981C";"Tipo 403";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41982C";"Tipo 2388";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41983";"Tipo 951";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41984";"Tipo 3436";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41985";"Tipo 6939";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41986";"Tipo 6940";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41987";"Tipo 6941";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41988C";"Tipo 5474";"Division 1";"Grupo 1";"Texto Search Descripcion 76";"Texto Descripcion 1"
"EL41989C";"Tipo 4723";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41990C";"Tipo 5476";"Division 1";"Grupo 1";"Texto Search Descripcion 94";"Texto Descripcion 1"
"EL41991C";"Tipo 3437";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41992C";"Tipo 2389";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41993C";"Tipo 5507";"Division 1";"Grupo 1";"Texto Search Descripcion 1189";"Texto Descripcion 1"
"EL41994C";"Tipo 4724";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41995C";"Tipo 2390";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41996C";"Tipo 4725";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41997C";"Tipo 3438";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41997K";"Tipo 4726";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41998C";"Tipo 3439";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41998K";"Tipo 6942";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41999C";"Tipo 1523";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL41999K";"Tipo 6943";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4200";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42000C";"Tipo 4727";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42001C";"Tipo 1524";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42002C";"Tipo 3440";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42003";"Tipo 6944";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42005C";"Tipo 3441";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42006C";"Tipo 627";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42007C";"Tipo 1525";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42008C";"Tipo 2391";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42008LK";"Tipo 4728";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42008RK";"Tipo 4729";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42009C";"Tipo 2392";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4201";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42010";"Tipo 952";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42011C";"Tipo 4730";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42012";"Tipo 2393";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42013C";"Tipo 4731";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42014";"Tipo 404";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42015";"Tipo 6945";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42016";"Tipo 6946";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42017";"Tipo 6947";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42018";"Tipo 628";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42019C";"Tipo 4732";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4202";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42020C";"Tipo 3442";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42021C";"Tipo 4733";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42022C";"Tipo 2394";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42023C";"Tipo 3443";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42024C";"Tipo 3444";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42025C";"Tipo 1526";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42026C";"Tipo 953";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42027C";"Tipo 3445";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42028C";"Tipo 2395";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42029C";"Tipo 2396";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4203";;"Division 1";"Grupo 1";"Texto Search Descripcion 2";"Texto Descripcion 2"
"EL42030C";"Tipo 1527";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42031C";"Tipo 3446";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42032C";"Tipo 3447";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42033C";"Tipo 1528";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42034C";"Tipo 954";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42035C";"Tipo 4734";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42036C";"Tipo 5508";"Division 1";"Grupo 1";"Texto Search Descripcion 1203";"Texto Descripcion 1"
"EL42037C";"Tipo 3448";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42038C";"Tipo 4735";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42039C";"Tipo 3449";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4204";;"Division 1";"Grupo 1";"Texto Search Descripcion 2";"Texto Descripcion 2"
"EL42040C";"Tipo 5509";"Division 1";"Grupo 1";"Texto Search Descripcion 1205";"Texto Descripcion 1"
"EL42041C";"Tipo 3450";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42042C";"Tipo 3451";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42043C";"Tipo 1529";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42044C";"Tipo 3452";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42045C";"Tipo 5510";"Division 1";"Grupo 1";"Texto Search Descripcion 1207";"Texto Descripcion 1"
"EL42046C";"Tipo 2397";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42047C";"Tipo 2398";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42048C";"Tipo 2399";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42049";"Tipo 1530";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4205";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42050C";"Tipo 3453";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42051C";"Tipo 2400";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42052C";"Tipo 3454";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42053C";"Tipo 2401";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42054C";"Tipo 5511";"Division 1";"Grupo 1";"Texto Search Descripcion 1214";"Texto Descripcion 1"
"EL42055C";"Tipo 5512";"Division 1";"Grupo 1";"Texto Search Descripcion 1215";"Texto Descripcion 1"
"EL42056C";"Tipo 2402";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42057C";"Tipo 2403";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42058C";"Tipo 6948";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42059C";"Tipo 5513";"Division 1";"Grupo 1";"Texto Search Descripcion 1217";"Texto Descripcion 1"
"EL4206";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42060";"Tipo 2404";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42061C";"Tipo 4736";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42062C";"Tipo 6949";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42063C";"Tipo 1531";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42064C";"Tipo 4737";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42065C";"Tipo 5514";"Division 1";"Grupo 1";"Texto Search Descripcion 1219";"Texto Descripcion 1"
"EL42066C";"Tipo 5515";"Division 1";"Grupo 1";"Texto Search Descripcion 1220";"Texto Descripcion 1"
"EL42067C";"Tipo 4738";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42068C";"Tipo 3455";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42069C";"Tipo 5516";"Division 1";"Grupo 1";"Texto Search Descripcion 1222";"Texto Descripcion 1"
"EL4207";;"Division 1";"Grupo 1";"Texto Search Descripcion 2";"Texto Descripcion 2"
"EL42070C";"Tipo 9557";"Division 1";"Grupo 1";"Texto Search Descripcion 1602";"Texto Descripcion 1"
"EL42071C";"Tipo 3456";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42072C";"Tipo 6950";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42073C";"Tipo 6951";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42073K";"Tipo 6952";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42074C";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42075C";"Tipo 6953";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42076C";"Tipo 4739";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42077C";"Tipo 5517";"Division 1";"Grupo 1";"Texto Search Descripcion 1223";"Texto Descripcion 1"
"EL42078C";"Tipo 3457";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42079C";"Tipo 3458";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4208";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42081C";"Tipo 5518";"Division 1";"Grupo 1";"Texto Search Descripcion 1226";"Texto Descripcion 1"
"EL42082C";"Tipo 3459";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42083C";"Tipo 5519";"Division 1";"Grupo 1";"Texto Search Descripcion 1228";"Texto Descripcion 1"
"EL42084C";"Tipo 5520";"Division 1";"Grupo 1";"Texto Search Descripcion 1229";"Texto Descripcion 1"
"EL42085C";"Tipo 3460";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42086C";"Tipo 3461";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42087C";"Tipo 6954";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42088C";"Tipo 3462";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42089C";"Tipo 2405";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4209";;"Division 1";"Grupo 1";"Texto Search Descripcion 2";"Texto Descripcion 2"
"EL42090";"Tipo 6955";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42092";"Tipo 4740";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42093";"Tipo 3463";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42094";"Tipo 4741";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42095";"Tipo 955";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42096C";"Tipo 3464";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42097";"Tipo 1532";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42098";"Tipo 1533";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42099C";"Tipo 4742";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4210";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42100C";"Tipo 956";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42101";"Tipo 2406";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42102";"Tipo 1534";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42103C";"Tipo 2407";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42104";"Tipo 2408";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42105";"Tipo 2409";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42106";"Tipo 2410";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42107";"Tipo 2411";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42108C";"Tipo 3465";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42109C";"Tipo 957";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4211";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42110C";"Tipo 3466";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42111C";"Tipo 3467";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42112C";"Tipo 3468";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42113C";"Tipo 4743";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42114C";"Tipo 958";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42115C";"Tipo 2412";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42116";"Tipo 959";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42117C";"Tipo 2413";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42118";"Tipo 3469";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42119C";"Tipo 5521";"Division 1";"Grupo 1";"Texto Search Descripcion 1239";"Texto Descripcion 1"
"EL4212";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42120C";"Tipo 629";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42120K";"Tipo 4744";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42121C";"Tipo 3470";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42121K";"Tipo 4745";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42122C";"Tipo 960";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42123";"Tipo 6956";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42125";"Tipo 6957";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42126";"Tipo 6958";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42127";"Tipo 6959";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42128";"Tipo 6960";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42129C";"Tipo 9559";"Division 1";"Grupo 1";"Texto Search Descripcion 1610";"Texto Descripcion 1"
"EL42129K";"Tipo 4746";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4213";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42132";"Tipo 4747";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42133";"Tipo 6961";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42134";"Tipo 9349";"Division 1";"Grupo 1";"Texto Search Descripcion 34";"Texto Descripcion 38"
"EL42136C";"Tipo 6962";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42137C";"Tipo 6963";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42138C";"Tipo 3471";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42139C";"Tipo 3472";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4214";;"Division 1";"Grupo 1";"Texto Search Descripcion 2";"Texto Descripcion 2"
"EL42140C";"Tipo 3473";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42141";"Tipo 6964";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42142";"Tipo 6965";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42143";"Tipo 630";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42144";"Tipo 4748";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42145";"Tipo 3474";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42146C";"Tipo 3475";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42147C";"Tipo 2414";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42148C";"Tipo 3476";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42149";"Tipo 2415";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL4215";;"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42150";"Tipo 3477";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42151";"Tipo 961";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42152";"Tipo 962";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42153C";"Tipo 3478";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42154C";"Tipo 4749";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42155C";"Tipo 4750";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
"EL42156C";"Tipo 4751";"Division 1";"Grupo 1";"Texto Search Descripcion 1";"Texto Descripcion 1"
