"Invoice";"Quantity";"Product";"PurchasePrice (Unit)";"Section"
"FFCC152049";529;"MP025107";2.1836833857960096;"Seccion B"
"FFCC152049";1099;"MP025330";1.8617356599403174;"Seccion C"
"FFCC152049";1129;"MP025459";1.9819284569648195;"Seccion C"
"FFCC152049";624;"MP02564";0.693;"Seccion D"
"FFCC152049";672;"MP025226";0.6740999999999999;"Seccion E"
"FFCC152049";706;"MP025535";1.8253210582227875;"Seccion B"
"FFCC152049";1008;"MP02580";0.5873999999999999;"Seccion F"
"FFCC152049";1749;"MP02546";2.2510266456698647;"Seccion F"
"FFCC152049";2954;"MP02542";1.4717836067077539;"Seccion B"
"FFCC152049";2730;"MP08024";0.0486;"Seccion B"
"FFCC152049";3937;"MP08029";0.16062691850438135;"Seccion B"
"FFCC152049";2730;"MP08015";0.057024;"Seccion D"
"FFCC152049";3015;"MP08002";0.08412991993870535;"Seccion E"
"FFCC152049";3707;"MP02559";1.2096100466760666;"Seccion C"
"FFCC152049";1770;"MP08001";0.051840000000000004;"Seccion E"
"FFCC152049";2991;"MP08004";0.07145675194969131;"Seccion F"
"FFCC152049";5491;"MP08010";0.08925831692080495;"Seccion B"
"FFCC152049";3867;"MP08013";0.1713346436790647;"Seccion F"
"FFCC152052";3000;"P6045";0.025254000000000002;"Seccion B"
"FFCC152053";18765;"P9000E";0.7784297356785638;"Seccion D"
"FFCC152054";112;"P9278";0.8153072188916493;"Seccion F"
"FFCC152054";30;"P9481T";0.9899999999999999;"Seccion C"
"FFCC152054";86;"P9331";0.730162437067758;"Seccion E"
"FFCC152054";150;"P9336T";3.1268076315004203;"Seccion E"
"FFCC152054";60;"P9521T";1.02;"Seccion C"
"FFCC152054";42;"SE9041";3.9;"Seccion B"
"FFCC152054";223;"P9250";2.239767122020466;"Seccion B"
"FFCC152054";120;"P98193";0.762;"Seccion B"
"FFCC152054";33;"SE5036";5.940503662508235;"Seccion A"
"FFCC152054";15;"SE5027";2.898;"Seccion C"
"FFCC152054";15;"SE5024";2.6999999999999997;"Seccion B"
"FFCC152054";378;"P9026";2.03902263254668;"Seccion E"
"FFCC152054";159;"P9113";0.9371280645586314;"Seccion E"
"FFCC152054";117;"P9238T";3.1618859323598545;"Seccion E"
"FFCC152054";52;"P9321T";1.6251615522984015;"Seccion D"
"FFCC152054";151;"P9345";1.6040488246603584;"Seccion B"
"FFCC152054";181;"P9169";0.852197739121326;"Seccion C"
"FFCC152054";934;"P9177";1.8371767614272525;"Seccion E"
"FFCC152054";7;"SE5019";4.316408704958896;"Seccion F"
"FFCC152054";39;"SE5042";5.733055612731611;"Seccion B"
"FFCC152054";67;"P9047";1.051123539838786;"Seccion D"
"FFCC152054";42;"P9482T";1.14;"Seccion D"
"FFCC152054";62;"P9815T";0.6931833311964772;"Seccion D"
"FFCC152054";73;"P98192T";0.7689688888937015;"Seccion D"
"FFCC152054";75;"P9869";0.7385851356039881;"Seccion C"
"FFCC152054";15;"SE5025";2.94;"Seccion E"
"FFCC152054";15;"SE5025";2.94;"Seccion C"
"FFCC152054";30;"SE5049";2.6999999999999997;"Seccion E"
"FFCC152054";45;"P9319T";2.1611989130332683;"Seccion A"
"FFCC152054";123;"P9324";1.3027112983152895;"Seccion B"
"FFCC152054";171;"P9479";2.788300096803102;"Seccion B"
"FFCC152054";115;"P9818";1.059083276405318;"Seccion B"
"FFCC152054";60;"P9280";0.6698353468743028;"Seccion B"
"FFCC152054";60;"P9377T";1.2899999999999998;"Seccion D"
"FFCC152054";175;"P9251T";3.346030993446565;"Seccion F"
"FFCC152054";180;"P9179";1.5518920510825787;"Seccion D"
"FFCC152054";157;"P9270";1.5989776792710688;"Seccion E"
"FFCC152054";73;"P9174";0.7542140942353479;"Seccion B"
"FFCC152054";149;"P9802";0.44615287574696794;"Seccion D"
"FFCC152054";97;"P98196T";1.7432472525863627;"Seccion C"
"FFCC152054";41;"SE9042";5.230191434239185;"Seccion B"
"FFCC152054";162;"P9189";1.8016106159125427;"Seccion A"
"FFCC152054";60;"P9452T";1.14;"Seccion D"
"FFCC152054";60;"P9875";0.516;"Seccion B"
"FFCC152054";628;"P9250";2.239767122020466;"Seccion E"
"FFCC152054";240;"P9331";0.730162437067758;"Seccion D"
"FFCC152054";60;"P9481T";0.9899999999999999;"Seccion C"
"FFCC152054";120;"P98193";0.762;"Seccion A"
"FFCC152054";42;"P9814T";0.774;"Seccion F"
"FFCC152054";42;"SE9041";3.9;"Seccion D"
"FFCC152054";144;"P9837";1.4984177846518376;"Seccion E"
"FFCC152054";160;"P98184T";1.4702991210767746;"Seccion E"
"FFCC152054";217;"SE5008";5.632424949842077;"Seccion A"
"FFCC152054";146;"P98187";1.435689803760302;"Seccion E"
"FFCC152054";30;"P98188";0.42;"Seccion C"
"FFCC152054";120;"P98220T";0.78;"Seccion D"
"FFCC152054";60;"P9839";0.546;"Seccion E"
"FFCC152054";215;"P9123";1.1059655677899887;"Seccion B"
"FFCC152054";101;"P9267";1.0815263461666926;"Seccion C"
"FFCC152055";96;"P9160T";1.592244498961551;"Seccion C"
"FFCC152055";180;"P9227T";1.7445701839211412;"Seccion A"
"FFCC152055";154;"P9247T";1.5650336498311817;"Seccion B"
"FFCC152055";45;"P9263";0.486;"Seccion B"
"FFCC152055";68;"P9289";0.507430212237389;"Seccion C"
"FFCC152055";75;"P9334T";1.2630417777688285;"Seccion C"
"FFCC152055";296;"P9342T";1.6687412796393981;"Seccion E"
"FFCC152055";414;"P9344T";1.9649031640166181;"Seccion C"
"FFCC152055";64;"P9475T";0.807399260663904;"Seccion C"
"FFCC152055";120;"P9476";0.996740463286392;"Seccion E"
"FFCC152055";142;"P9253";4.1042333043604975;"Seccion E"
"FFCC152055";60;"P9277";0.5165733569670359;"Seccion A"
"FFCC152055";106;"P9301T";1.0226832288808068;"Seccion B"
"FFCC152055";48;"P9316";0.504;"Seccion C"
"FFCC152055";307;"P9335T";1.5546697715067985;"Seccion C"
"FFCC152055";291;"P9369";0.9154813416806217;"Seccion C"
"FFCC152055";124;"P9371";0.7472030260103628;"Seccion E"
"FFCC152055";128;"P9467";1.2545945516040888;"Seccion D"
"FFCC152055";95;"P9811";1.228955082666975;"Seccion B"
"FFCC152055";275;"P98180";1.3929279359256534;"Seccion D"
"FFCC152057";5156;"MP028111";0.24551590437917326;"Seccion B"
"FFCC152058";28909;"P5069";0.10015589485324951;"Seccion C"
"FFCC152058";100674;"P5069";0.10015589485324951;"Seccion D"
"FFCC152058";2793;"P5070";0.11585220173199143;"Seccion B"
"FFCC152058";3710;"P5072";0.16971573383762473;"Seccion B"
"FFCC152058";720;"P5043";0.1089;"Seccion C"
"FFCC152058";1802;"P5089";0.1252583962913496;"Seccion F"
"FFCC152058";1200;"P5101";0.12831599999999999;"Seccion B"
"FFCC152058";1101;"P5104";0.19838581205185668;"Seccion B"
"FFCC152058";1450;"P5119";0.11818835929461285;"Seccion F"
"FFCC152058";4756;"P5138";0.23542310611936;"Seccion B"
"FFCC152058";1991;"P5192";0.3910624744740837;"Seccion B"
"FFCC152058";5400;"P6120";0.020982;"Seccion C"
"FFCC152058";6000;"P7003";0.0396;"Seccion F"
"FFCC152058";2980;"P5030";0.3525823878086161;"Seccion D"
"FFCC152058";6948;"P5179";0.5458842298829659;"Seccion E"
"FFCC152058";5706;"P5131";0.1467341692692975;"Seccion C"
"FFCC152058";2794;"P5083";0.036182036307459906;"Seccion D"
"FFCC152058";1800;"P5117";0.11943599999999999;"Seccion F"
"FFCC152058";1320;"P5079";0.045048;"Seccion F"
"FFCC152058";1200;"P5133";0.030359999999999998;"Seccion F"
"FFCC152058";3600;"P5180";0.165;"Seccion A"
"FFCC152058";2400;"P4293";0.15608999999999998;"Seccion C"
"FFCC152058";1800;"P4240";0.0552;"Seccion C"
"FFCC152058";2160;"P4409";0.17159999999999997;"Seccion B"
"FFCC152058";1927;"P4265";0.2149788813579149;"Seccion B"
"FFCC152058";2400;"P4439";0.262548;"Seccion D"
"FFCC152058";1500;"P5145";0.08711999999999999;"Seccion E"
"FFCC152058";4834;"P4008";0.15314022831968918;"Seccion B"
"FFCC152058";3003;"P4048";0.11826978032529946;"Seccion B"
"FFCC152058";6000;"P4166";0.061709999999999994;"Seccion D"
"FFCC152058";4989;"P4305";0.10776977831911537;"Seccion B"
"FFCC152058";6000;"P4011";0.023562;"Seccion F"
"FFCC152058";1080;"P4177";0.095304;"Seccion E"
"FFCC152058";10871;"P4263";0.2679099604474707;"Seccion D"
"FFCC152058";15928;"P4383";0.3854500178668761;"Seccion C"
"FFCC152058";1084;"P4278";0.10042192096109204;"Seccion C"
"FFCC152058";5332;"P5050";0.07557836996321378;"Seccion A"
"FFCC152058";78044;"P5154";0.09836778083478541;"Seccion D"
"FFCC152058";1663;"P4359";0.22534384086161066;"Seccion B"
"FFCC152058";420;"P4350";0.3260738301468278;"Seccion E"
"FFCC152058";494;"P4350";0.3260738301468278;"Seccion E"
"FFCC152058";3600;"P4353";0.16335;"Seccion E"
"FFCC152058";2907;"P4152";0.058044640708334476;"Seccion B"
"FFCC152058";1440;"P4220";0.09184200000000001;"Seccion C"
"FFCC152058";1670;"P4190";0.17219949787698358;"Seccion D"
"FFCC152058";1456;"P4162";0.16657626688232283;"Seccion D"
"FFCC152058";5894;"P4229";0.3394491300579156;"Seccion E"
"FFCC152058";4103;"P5097";0.28467372128297624;"Seccion D"
"FFCC152058";1062;"P4248";0.26855332406805593;"Seccion C"
"FFCC152058";960;"P4322";0.15754200000000002;"Seccion E"
"FFCC152058";3343;"P4189";0.10930092961684766;"Seccion B"
"FFCC152058";900;"P4230";0.069042;"Seccion B"
"FFCC152058";12091;"P4089";0.08910702928605953;"Seccion A"
"FFCC152058";3231;"P4270";0.192528146697228;"Seccion E"
"FFCC152058";1683;"P4277";0.08093877823833984;"Seccion D"
"FFCC152058";13474;"P4088";0.11944989692457417;"Seccion C"
"FFCC152058";1558;"P4088";0.11944989692457417;"Seccion D"
"FFCC152058";4204;"P4375";0.30830990197640795;"Seccion B"
"FFCC152058";5809;"P4438";0.23961192170129098;"Seccion E"
"FFCC152058";9597;"P4038";0.13195212002738926;"Seccion C"
"FFCC152058";2042;"P4228";0.2197176792697923;"Seccion E"
"FFCC152058";2041;"P4207";0.12088307135235853;"Seccion B"
"FFCC152058";4788;"P4235";0.2378066814433472;"Seccion D"
"FFCC152058";3768;"P4021";0.18752168601721161;"Seccion D"
"FFCC152058";1800;"P4074";0.042899999999999994;"Seccion B"
"FFCC152058";8144;"P4204";0.15605602067566826;"Seccion A"
"FFCC152058";3926;"P4234";0.13085752300167877;"Seccion E"
"FFCC152058";2045;"P4237";0.09301558134415831;"Seccion E"
"FFCC152058";2321;"P4255";0.15417296575429054;"Seccion E"
"FFCC152058";1411;"P4310";0.19737543884913936;"Seccion D"
"FFCC152058";420;"P4174";0.09493800000000001;"Seccion E"
"FFCC152058";1633;"P4319";0.17696211566896308;"Seccion B"
"FFCC152058";1692;"P4341";0.25541359819741855;"Seccion C"
"FFCC152058";1290;"P5103";0.13460582239788915;"Seccion A"
"FFCC152058";600;"P4169";0.07047663117720221;"Seccion C"
"FFCC152058";12021;"P4169";0.07047663117720221;"Seccion D"
"FFCC152058";4320;"P4224";0.08066999999999999;"Seccion F"
"FFCC152058";10515;"P4176";0.11506509399983994;"Seccion B"
"FFCC152058";13251;"P4267";0.22794003811236363;"Seccion A"
"FFCC152058";6328;"P4279";0.17922786993851858;"Seccion B"
"FFCC152058";20970;"P5162";0.1433604569323384;"Seccion B"
"FFCC152058";117248;"P4222";0.12985965110790743;"Seccion B"
"FFCC152058";7200;"P4214";0.095304;"Seccion B"
"FFCC152058";14700;"P5092";0.0198;"Seccion E"
"FFCC152058";54000;"P5220";0.0297;"Seccion A"
"FFCC152058";12245;"P4371";0.21147780813877678;"Seccion C"
"FFCC152058";12000;"P5241";0.0363;"Seccion F"
"FFCC152058";940;"P5006";0.28015864701522786;"Seccion E"
"FFCC152058";2382;"P4231";0.23457440140304212;"Seccion D"
"FFCC152058";848;"P4354";0.2462545418327945;"Seccion A"
"FFCC152058";2252;"MP028117";0.1981504664037657;"Seccion A"
"FFCC152058";960;"P4043";0.04158;"Seccion F"
"FFCC152058";780;"P5132";0.11360999999999999;"Seccion D"
"FFCC152058";5319;"P4188";0.16032589075201842;"Seccion B"
"FFCC152058";1475;"P4188";0.16032589075201842;"Seccion E"
"FFCC152058";761;"P5023";0.14789948341661455;"Seccion C"
"FFCC152058";1877;"P5130";0.3553511847687452;"Seccion A"
"FFCC152058";442;"P4172";0.1173540466268397;"Seccion C"
"FFCC152058";1647;"P4185";0.129860618301412;"Seccion C"
"FFCC152058";1029;"P5055";0.07647041583400087;"Seccion C"
"FFCC152058";783;"P5181";0.22565910614592058;"Seccion E"
"FFCC152058";1674;"MP025364";7.731993857116434;"Seccion C"
"FFCC152058";600;"MP025224";2.37;"Seccion E"
"FFCC152058";600;"MP02542";0.69;"Seccion D"
"FFCC152058";36;"P9903E";0.282;"Seccion A"
"FFCC152058";3324;"P9903E";0.282;"Seccion B"
"FFCC152058";2400;"MP02519";0.66;"Seccion E"
"FFCC152058";384;"MP02532";1.1396323214933508;"Seccion B"
"FFCC152058";1188;"MP02532";1.1396323214933508;"Seccion E"
"FFCC152058";1155;"MP02532";1.1396323214933508;"Seccion F"
"FFCC152058";2400;"MP026227";0.066;"Seccion E"
"FFCC152058";2503;"MP026228";0.06257896135580006;"Seccion D"
"FFCC152058";3280;"P4181";0.18594676493992168;"Seccion F"
"FFCC152062";6859;"P5414";0.02057795675126821;"Seccion E"
"FFCC152062";38987;"P5051";0.043665934515915834;"Seccion C"
"FFCC152062";95808;"P5416";0.06387176267125767;"Seccion D"
"FFCC152062";60000;"P5399";0.03768;"Seccion E"
"FFCC152062";14562;"P5083";0.036182036307459906;"Seccion C"
"FFCC152068";10200;"MP02437";0.0816;"Seccion C"
"FFCC152068";4505;"MP02959";0.07659342304196215;"Seccion D"
"FFCC152068";4253;"MP02936";0.0491346674344355;"Seccion D"
"FFCC152068";720;"MP02812";0.081;"Seccion B"
"FFCC152068";7497;"MP02423";0.07706367629636389;"Seccion E"
"FFCC152068";4156;"MP02409";0.19949210020666142;"Seccion A"
"FFCC152068";2237;"MP02963";0.05573951745383501;"Seccion F"
"FFCC152068";9096;"MP024118";0.2706619499833804;"Seccion E"
"FFCC152068";375;"MP024118";0.2706619499833804;"Seccion D"
"FFCC152069";479;"MP019110";1.5374379896654904;"Seccion B"
"FFCC152069";172;"MP019219";1.5779999999999998;"Seccion C"
"FFCC152069";81;"MP019550";34.212098999182004;"Seccion E"
"FFCC152070";6922;"DEP02459";0.23322027217451902;"Seccion D"
"FFCC152070";18156;"DEP02455";0.10138300271766129;"Seccion F"
"FFCC152071";35415;"MP03121";0.12141582226626127;"Seccion D"
"FFCC152071";30240;"MP03122";0.06123;"Seccion D"
"FFCC152072";1365;"MP019432";3.6136938740889986;"Seccion B"
"FFCC152072";330;"MP019450";1.8441929441441083;"Seccion E"
"FFCC152073";3754;"MP07001";0.24586538845003583;"Seccion B"
"FFCC152073";1200;"MP07035";0.19598533307669053;"Seccion D"
"FFCC152073";1140;"MP07027";0.198;"Seccion D"
"FFCC152073";1844;"MP025264";2.048783294254105;"Seccion E"
"FFCC152073";1525;"MP025317";1.2135262319960247;"Seccion E"
"FFCC152073";4890;"MP07035";0.19598533307669053;"Seccion C"
"FFCC152073";3600;"MP07016";0.1482;"Seccion B"
"FFCC152073";1736;"MP07021";0.552063464284238;"Seccion E"
"FFCC152073";4831;"MP07211";0.48309906186807156;"Seccion B"
"FFCC152073";1673;"MP07032";0.2643439803309928;"Seccion B"
"FFCC152073";989;"MP07171";0.06592893460264386;"Seccion D"
"FFCC152073";2116;"MP07040";0.2543609367265209;"Seccion C"
"FFCC152073";1242;"MP07047";0.25716349351892726;"Seccion E"
"FFCC152073";1800;"MP07039";0.0462;"Seccion B"
"FFCC152073";1995;"MP07040";0.2543609367265209;"Seccion C"
"FFCC152073";372;"MP025134";0.588;"Seccion B"
"FFCC152119";583;"MP03324";3.101315520119971;"Seccion E"
"FFCC152120";2790;"MP07027";0.198;"Seccion A"
"FFCC152120";13079;"MP021505";0.07357068638142335;"Seccion C"
"FFCC152120";3463;"MP021506";0.03635872068893058;"Seccion D"
"FFCC152120";2440;"MP021508";0.027447377933455995;"Seccion B"
"FFCC152121";3360;"MP07017";0.0884721377286696;"Seccion E"
"FFCC152123";4535;"P6359";0.10254377069239874;"Seccion A"
"FFCC152123";33947;"P3095";0.08527724187275915;"Seccion E"
"FFCC152124";2354;"P4648";0.5885401508744766;"Seccion C"
"FFCC152124";419;"P5447";0;"Seccion B"
"FFCC152126";1884;"MP07020";0.07320968739104178;"Seccion B"
"FFCC152126";960;"MP07060";0.15261089251633916;"Seccion F"
"FFCC152126";22847;"MP02849";0.06854228124096319;"Seccion A"
"FFCC152126";13739;"MP02853";0.13051713255811548;"Seccion C"
"FFCC152126";1544;"MP07020";0.07320968739104178;"Seccion C"
"FFCC152126";790;"MP07060";0.15261089251633916;"Seccion F"
"FFCC152129";3287;"MP019602";2.7080927788909985;"Seccion D"
"FFCC152130";10199;"MP02895";0.014787980806457348;"Seccion B"
"FFCC152133";337;"MP028205";0.4038761464945109;"Seccion B"
"FFCC152138";193397;"MP03112";0.026784586584044527;"Seccion A"
"FFCC152158";93389;"MP03504";0.016006841263995958;"Seccion F"
"FFCC152158";60000;"MP03501Z";0.0008219999999999999;"Seccion C"
"FFCC152163";1200;"MP02944";0.018666;"Seccion B"
"FFCC152163";3957;"MP02915";0.0313699732909946;"Seccion D"
"FFCC152163";1341;"MP02978";0.02510326468703837;"Seccion E"
"FFCC152164";1290;"MP04210";0.86809481224587;"Seccion E"
"FFCC152165";2011;"MP02950";0.04247902443493587;"Seccion B"
"FFCC152166";1206;"MP019423";1.650790494512198;"Seccion D"
"FFCC152166";542;"MP019450";1.8441929441441083;"Seccion B"
"FFCC152175";60;"P9521T";1.02;"Seccion C"
"FFCC152216";300;"MP02872";0.03756;"Seccion D"
"FFCC152216";7798;"MP02916";0.04425305540221163;"Seccion B"
"FFCC152216";1285;"MP02980";0.03309322395634818;"Seccion E"
"FFCC152216";3554;"MP02948";0.062336426818898394;"Seccion D"
"FFCC152217";11149;"MP02989";0.048371458415380424;"Seccion D"
"FFCC152217";14070;"MP02927";0.04070954237390047;"Seccion A"
"FFCC152217";20510;"MP02922";0.03618274602198764;"Seccion A"
"FFCC152217";38494;"MP02974";0.0452107770577375;"Seccion D"
"FFCC152217";20715;"MP02989";0.048371458415380424;"Seccion F"
"FFCC152217";8549;"MP02933";0.05873147130097154;"Seccion C"
"FFCC152217";11922;"MP02927";0.04070954237390047;"Seccion E"
"FFCC152217";3543;"MP02928";0.039813088400115944;"Seccion B"
"FFCC152217";10487;"MP02995";0.13629461084016842;"Seccion E"
"FFCC152219";7721;"MP02409";0.19949210020666142;"Seccion D"
"FFCC152220";561969;"P7001";0.0041662077567235795;"Seccion D"
"FFCC152220";99683;"P5081";0.007803258414593585;"Seccion D"
"FFCC152233";39600;"P5069";0.0554921591807707;"Seccion E"
"FFCC152233";3246;"P5070";0.1346349214019116;"Seccion E"
"FFCC152233";2400;"P5072";0.109776;"Seccion B"
"FFCC152233";6408;"P4222";0.08825563165047237;"Seccion F"
"FFCC152233";70216;"P4222";0.08825563165047237;"Seccion F"
"FFCC152233";14725;"P4176";0.1611415617997108;"Seccion E"
"FFCC152233";39499;"P5220";0.07315435214273808;"Seccion D"
"FFCC152233";98345;"P5220";0.07315435214273808;"Seccion D"
"FFCC152233";1440;"P4220";0.09184200000000001;"Seccion B"
"FFCC152233";1219;"P4319";0.13211854099310125;"Seccion C"
"FFCC152233";11645;"P4383";0.2817974344192108;"Seccion D"
"FFCC152233";1502;"P4486";0.37868711145869843;"Seccion E"
"FFCC152233";1711;"P5145";0.099371698799995;"Seccion A"
"FFCC152233";2330;"P4021";0.11595550992086044;"Seccion D"
"FFCC152233";1800;"P4074";0.042899999999999994;"Seccion E"
"FFCC152233";8067;"P4089";0.0793654786620833;"Seccion F"
"FFCC152233";1200;"P4089";0.0793654786620833;"Seccion B"
"FFCC152233";5325;"P4409";0.4230571489799235;"Seccion C"
"FFCC152233";2466;"P4439";0.269808179284578;"Seccion B"
"FFCC152233";2400;"P4293";0.15608999999999998;"Seccion B"
"FFCC152233";900;"P4278";0.08341799999999999;"Seccion C"
"FFCC152233";1800;"P4359";0.121968;"Seccion E"
"FFCC152233";7052;"P4353";0.3199832789185982;"Seccion B"
"FFCC152233";2726;"P5119";0.22220656733234012;"Seccion A"
"FFCC152233";1800;"P4240";0.10464522369836188;"Seccion D"
"FFCC152233";1920;"P4229";0.110568;"Seccion B"
"FFCC152233";2400;"P4189";0.07847399999999999;"Seccion A"
"FFCC152233";6829;"P4204";0.13085700452711457;"Seccion C"
"FFCC152233";5834;"P5117";0.3871314423467839;"Seccion C"
"FFCC152233";7311;"P4438";0.3015623274748987;"Seccion F"
"FFCC152233";1440;"P4375";0.10559999999999999;"Seccion C"
"FFCC152233";2160;"P5138";0.10692;"Seccion A"
"FFCC152233";6697;"P4263";0.1650381220156508;"Seccion B"
"FFCC152233";1981;"P5133";0.05012450458984151;"Seccion B"
"FFCC152233";12762;"P4011";0.03341037146783754;"Seccion B"
"FFCC152233";6061;"MP028185";0.08018436866598234;"Seccion E"
"FFCC152233";6671;"P4152";0.13319320614879768;"Seccion B"
"FFCC152233";19325;"P4088";0.1007371349222899;"Seccion F"
"FFCC152233";539;"P4302";0.09196105023809337;"Seccion A"
"FFCC152233";5216;"P5083";0.06118874028766151;"Seccion E"
"FFCC152233";10719;"P5180";0.491288496673801;"Seccion C"
"FFCC152233";3714;"P4255";0.24675393367661974;"Seccion E"
"FFCC152233";3910;"P4235";0.19423954626213483;"Seccion A"
"FFCC152233";1200;"P4185";0.09462599999999999;"Seccion B"
"FFCC152233";1243;"P4310";0.17395278494526187;"Seccion F"
"FFCC152233";1500;"P4305";0.07175792408320525;"Seccion E"
"FFCC152233";660;"P4265";0.073626;"Seccion C"
"FFCC152233";1847;"P4341";0.27881945215760034;"Seccion D"
"FFCC152233";2400;"P4038";0.0495;"Seccion C"
"FFCC152233";960;"P4043";0.04158;"Seccion C"
"FFCC152233";6000;"P4048";0.07088399999999999;"Seccion C"
"FFCC152233";13548;"P4166";0.1393417634370206;"Seccion D"
"FFCC152233";17842;"P4169";0.10616013162339252;"Seccion E"
"FFCC152233";827;"P4174";0.1870596445065088;"Seccion B"
"FFCC152233";3165;"P4190";0.326431677413152;"Seccion C"
"FFCC152233";1456;"P4193";0.19644379707315246;"Seccion A"
"FFCC152233";1140;"P4207";0.067524;"Seccion F"
"FFCC152233";7320;"P4214";0.0968903052362011;"Seccion D"
"FFCC152233";360;"P4228";0.077484;"Seccion E"
"FFCC152233";1500;"P4237";0.06821999999999999;"Seccion D"
"FFCC152233";4800;"P4267";0.08256;"Seccion D"
"FFCC152233";21220;"P4371";0.3664775656775761;"Seccion C"
"FFCC152233";1233;"P5040";0.11246124583934224;"Seccion E"
"FFCC152233";1260;"P5052";0.0726;"Seccion C"
"FFCC152233";2043;"P5079";0.06972289791676893;"Seccion F"
"FFCC152233";769;"P5080";0.320714752067903;"Seccion B"
"FFCC152233";120;"P5080";0.320714752067903;"Seccion E"
"FFCC152233";1650;"P5089";0.11472745180626082;"Seccion B"
"FFCC152233";2100;"P5092";0.029101114600002247;"Seccion F"
"FFCC152233";19781;"P5092";0.029101114600002247;"Seccion A"
"FFCC152233";1320;"P5101";0.1411771184001248;"Seccion B"
"FFCC152233";600;"P5104";0.108126;"Seccion D"
"FFCC152233";600;"P5130";0.113604;"Seccion D"
"FFCC152233";3564;"P5131";0.09163766285246396;"Seccion A"
"FFCC152233";900;"P5132";0.13106030439946903;"Seccion F"
"FFCC152233";1707;"P5152";0.6655975319942101;"Seccion B"
"FFCC152233";45866;"P5154";0.10405782062527832;"Seccion C"
"FFCC152233";28329;"P5162";0.19366962209441171;"Seccion E"
"FFCC152233";1204;"P5169";0.11688489409002785;"Seccion D"
"FFCC152233";660;"P5181";0.19021200000000002;"Seccion B"
"FFCC152233";25370;"P5241";0.07674385366250602;"Seccion D"
"FFCC152233";10102;"P6120";0.03925218377498112;"Seccion C"
"FFCC152233";19228;"P7003";0.12690694557860463;"Seccion D"
"FFCC152233";17383;"P4008";0.06883751853167645;"Seccion C"
"FFCC152233";1829;"MP02559";1.9169840241853398;"Seccion B"
"FFCC152233";2554;"MP02519";1.7432164124496121;"Seccion C"
"FFCC152233";912;"MP02542";1.3507438999947499;"Seccion C"
"FFCC152233";650;"P4059";0.0958514756238142;"Seccion D"
"FFCC152233";540;"P5024";0.10568999999999999;"Seccion F"
"FFCC152233";3256;"P5179";0.25585970135795294;"Seccion C"
"FFCC152233";3293;"P5158";0.26959166267764345;"Seccion B"
"FFCC152233";1200;"P5247";0.12015599999999999;"Seccion E"
"FFCC152233";600;"P5256";0.15972;"Seccion E"
"FFCC152233";6790;"P9903E";0.5658234720549852;"Seccion F"
"FFCC152235";2381;"MP02532";0.9848307929391071;"Seccion A"
"FFCC152235";900;"P3374";0.021840000000000002;"Seccion C"
"FFCC152238";90000;"SE91000";0.104832;"Seccion C"
"FFCC152238";23490;"MP02874";0.08435166237314144;"Seccion D"
"FFCC152238";38091;"MP02875";0.17816369150543354;"Seccion E"
"FFCC152238";3000;"SE91004";0.06174;"Seccion B"
"FFCC152241";620;"MP02559";0.985344144952531;"Seccion A"
"FFCC152241";2410;"MP02559";0.985344144952531;"Seccion E"
"FFCC152241";1356;"MP025112";0.7371;"Seccion D"
"FFCC152241";1233;"MP025230";1.3274736759106653;"Seccion A"
"FFCC152241";2087;"MP02570";1.658600007201603;"Seccion C"
"FFCC152244";2385;"MP02520";1.5606108993670809;"Seccion D"
"FFCC152244";1066;"MP025296";1.2937718552598807;"Seccion C"
"FFCC152244";300;"MP025325";0.8352839999999999;"Seccion B"
"FFCC152244";5195;"MP07041";0.5409532932950644;"Seccion E"
"FFCC152244";3000;"MP07039";0.09326630105702902;"Seccion E"
"FFCC152244";1919;"MP07033";0.37297987673350536;"Seccion E"
"FFCC152244";28280;"MP07039";0.09326630105702902;"Seccion D"
"FFCC152244";14534;"MP07039";0.09326630105702902;"Seccion D"
"FFCC152244";900;"MP07171";0.06;"Seccion B"
"FFCC152244";1076;"MP07067";0.47728073984527974;"Seccion F"
"FFCC152244";2517;"MP07001";0.18163095369357046;"Seccion C"
"FFCC152244";1381;"MP02533";1.732505793505469;"Seccion B"
"FFCC152244";1305;"MP025134";0;"Seccion E"
"FFCC152244";629;"MP02527";0.48965097588581474;"Seccion C"
"FFCC152244";977;"MP02547";1.427301107238863;"Seccion C"
"FFCC152247";2752;"MP025228";1.3622337935062716;"Seccion C"
"FFCC152247";1800;"MP02532";0.9848307929391071;"Seccion E"
"FFCC152247";862;"MP02542";1.3507438999947499;"Seccion C"
"FFCC152247";4045;"MP02559";1.9169840241853398;"Seccion D"
"FFCC152247";1800;"MP02595";0.54;"Seccion A"
"FFCC152247";13247;"MP02519";1.7432164124496121;"Seccion B"
"FFCC152247";32053;"P5069";0.0554921591807707;"Seccion E"
"FFCC152249";7255;"MP02532";1.3635880045051723;"Seccion A"
"FFCC152252";24334;"P4089";0.0793654786620833;"Seccion E"
"FFCC152252";2958;"P5158";0.26959166267764345;"Seccion A"
"FFCC152255";4051;"MP02618";1.0633056845150235;"Seccion C"
"FFCC152258";62802;"MP03111";0.04930816332828819;"Seccion B"
"FFCC152258";10616;"MP03159";0.03921997126280533;"Seccion B"
"FFCC152260";80803;"MP03113";0.023146600629809225;"Seccion C"
"FFCC152260";13113;"MP03176";0.07711633479339176;"Seccion E"
