IDSupplier;Product;Year;num_invoices;avg_lead_time_real;total_amount_eur;on_time_rate
PROV1398;P9197;2020;3;29,0;428,1445031290424;0,6666666666666666
PROV1398;P9198;2015;3;29,666666666666668;335,7068083725001;0,6666666666666666
PROV1398;P9210;2016;3;34,333333333333336;494,93691510530664;0,6666666666666666
PROV1398;P9210;2017;3;28,333333333333332;123,86583607187518;0,6666666666666666
PROV1398;P9210;2018;3;44,333333333333336;382,7339378618278;0,6666666666666666
PROV1398;P9213;2020;3;35,333333333333336;574,9767022633796;0,6666666666666666
PROV1398;P9214;2016;3;43,333333333333336;887,4923521655699;0,6666666666666666
PROV1398;P9221;2015;3;30,333333333333332;213,75804093370405;0,6666666666666666
PROV1398;P9221;2016;3;35,666666666666664;1033,2232199426596;0,6666666666666666
PROV1398;P9240T;2017;3;28,333333333333332;2073,733123039238;0,6666666666666666
PROV1398;P9240T;2018;3;37,333333333333336;981,6140864303624;0,6666666666666666
PROV1398;P9248T;2020;3;42,666666666666664;2586,4414839177152;0,6666666666666666
PROV1398;P9254T;2018;3;37,333333333333336;1375,1059081833794;0,6666666666666666
PROV1398;P9292T;2020;3;29,0;1477,804483679872;0,6666666666666666
PROV1398;P9294T;2016;3;34,333333333333336;1770,43903543347;0,6666666666666666
PROV1398;P9499T;2020;3;34,666666666666664;1405,5160093135064;0,6666666666666666
PROV1398;P9559;2018;3;43,666666666666664;381,776629918485;0,6666666666666666
PROV1398;P98101;2020;3;42,333333333333336;3134,766475338295;0,6666666666666666
PROV1398;P9824;2018;3;43,0;882,6345585864569;0,6666666666666666
PROV1398;P9824;2020;3;34,666666666666664;1276,329306350373;0,6666666666666666
PROV1398;P98247T;2018;3;41,666666666666664;512,039549297211;0,6666666666666666
PROV1398;P98252T;2018;3;37,333333333333336;333,8432831971245;0,6666666666666666
PROV1398;P98253T;2018;3;43,333333333333336;182,36499452227264;0,6666666666666666
PROV1398;P9827T;2020;3;38,666666666666664;590,3691967144474;0,6666666666666666
PROV1398;P9844;2020;3;33,666666666666664;672,3362588669046;0,6666666666666666
PROV1398;P9862T;2016;3;38,0;389,97236871671015;0,6666666666666666
PROV1398;P9863T;2018;3;31,0;150,93775122255116;0,6666666666666666
PROV1398;SE5003;2018;3;38,333333333333336;11514,721910420118;0,6666666666666666
PROV1398;SE5018;2020;3;36,333333333333336;1661,5197943295177;0,6666666666666666
PROV1398;SE5025;2018;3;38,333333333333336;4256,40419164212;0,6666666666666666
PROV1398;SE5036;2018;3;37,666666666666664;2306,399744769249;0,6666666666666666
PROV1398;SE5090;2020;3;40,0;4547,31917167595;0,6666666666666666
PROV1398;SE5093;2020;3;39,666666666666664;1988,559263128145;0,6666666666666666
PROV1398;SE9021;2018;3;36,333333333333336;1257,0336039044287;0,6666666666666666
PROV1398;SE91004;2020;3;34,666666666666664;4817,257578065354;0,6666666666666666
PROV1428;P2056;2015;3;27,333333333333332;1678,4710381801829;0,6666666666666666
PROV1428;P6359;2021;3;40,0;17368,335576485122;0,6666666666666666
PROV1428;P6479;2018;3;37,0;2974,942790547745;0,6666666666666666
PROV1475;MP025104;2016;3;33,666666666666664;2228,59162886308;0,6666666666666666
PROV1475;MP02522;2017;3;34,333333333333336;32297,033575198628;0,6666666666666666
PROV1475;MP025225;2021;3;29,0;2981,964543699619;0,6666666666666666
PROV1475;MP025227;2018;3;29,0;25086,567552359178;0,6666666666666666
PROV1475;MP025227;2019;3;28,333333333333332;16699,198889208346;0,6666666666666666
PROV1475;MP025229;2016;3;45,333333333333336;10387,761911559177;0,6666666666666666
PROV1475;MP025241;2018;3;34,666666666666664;15620,032867708696;0,6666666666666666
PROV1475;MP025254;2018;3;29,0;6420,380112659475;0,6666666666666666
PROV1475;MP025287;2016;3;35,666666666666664;13884,50108365575;0,6666666666666666
PROV1475;MP025287;2018;3;42,666666666666664;19690,056203526798;0,6666666666666666
PROV1475;MP025309;2020;3;32,666666666666664;6629,937628028165;0,6666666666666666
PROV1475;MP025316;2018;3;29,333333333333332;6650,5841047639915;0,6666666666666666
PROV1475;MP025332;2018;3;33,666666666666664;21609,778366303093;0,6666666666666666
PROV1475;MP025342;2019;3;41,666666666666664;1539,3526409765077;0,6666666666666666
PROV1475;MP025386;2016;3;44,0;6146,297725113129;0,6666666666666666
PROV1475;MP025386;2020;3;28,0;4995,404140755974;0,6666666666666666
PROV1475;MP025423;2018;3;34,333333333333336;4026,02534821842;0,6666666666666666
PROV1475;MP025435;2019;3;35,0;10675,824420336532;0,6666666666666666
PROV1475;MP025455;2017;3;43,333333333333336;6308,882193912046;0,6666666666666666
PROV1475;MP02546;2018;3;31,0;10670,872866448688;0,6666666666666666
PROV1475;MP02549;2017;3;34,666666666666664;7274,038540830699;0,6666666666666666
PROV1475;MP02550;2021;3;24,0;12142,831397319325;0,6666666666666666
PROV1475;MP025530;2018;3;37,0;4790,460766704061;0,6666666666666666
PROV1475;MP02564;2017;3;46,333333333333336;14623,617024476474;0,6666666666666666
PROV1475;MP02566;2017;3;45,333333333333336;8573,930939329928;0,6666666666666666
PROV1475;MP02567;2019;3;29,0;17995,02069193528;0,6666666666666666
PROV1475;MP02569;2019;3;26,666666666666668;22050,0248609276;0,6666666666666666
PROV1475;MP02570;2018;3;33,0;17533,20216171031;0,6666666666666666
PROV1475;MP02574;2017;3;41,666666666666664;2400,8873989289787;0,6666666666666666
PROV1475;MP02575;2019;3;35,333333333333336;12685,729442657173;0,6666666666666666
PROV1475;MP02581;2016;3;37,0;3747,543883780728;0,6666666666666666
PROV1475;MP07103;2017;3;41,666666666666664;6091,115992737414;0,6666666666666666
PROV1475;MP07242;2018;3;35,333333333333336;4926,236732174683;0,6666666666666666
PROV1475;MP08006;2018;3;24,0;3812,510586209785;0,6666666666666666
PROV1475;MP08013;2019;3;30,666666666666668;3484,684192558797;0,6666666666666666
PROV1485;MP02878;2020;3;25,0;478,82466793920275;0,6666666666666666
PROV1485;MP029008;2018;3;23,666666666666668;1155,2287666035766;0,6666666666666666
PROV1485;MP029008;2019;3;23,666666666666668;1380,9039018655506;0,6666666666666666
PROV1485;P4021;2015;3;24,333333333333332;1539,5147429073413;0,6666666666666666
PROV1485;P4166;2021;3;14,666666666666666;1280,9545408518873;0,6666666666666666
PROV1485;P4172;2020;3;22,666666666666668;617,5727917348457;0,6666666666666666
PROV1485;P4174;2017;3;21,333333333333332;323,1496749909392;0,6666666666666666
PROV1485;P4177;2020;3;18,666666666666668;588,4238726018754;0,6666666666666666
PROV1485;P4181;2016;3;23,0;1188,2989146489494;0,6666666666666666
PROV1485;P4188;2020;3;18,666666666666668;3884,0237268856513;0,6666666666666666
PROV1485;P4209;2019;3;24,0;542,8012585767226;0,6666666666666666
PROV1485;P4216;2020;3;18,666666666666668;1949,281356009328;0,6666666666666666
PROV1485;P4249;2018;3;24,666666666666668;1302,8063592877966;0,6666666666666666
PROV1485;P4302;2016;3;21,0;992,1438168316047;0,6666666666666666
PROV1485;P4322;2020;3;18,666666666666668;3703,4622019782396;0,6666666666666666
PROV1485;P4351;2017;3;19,333333333333332;4975,066189371486;0,6666666666666666
PROV1485;P4409;2016;3;22,333333333333332;9660,074643704093;0,6666666666666666
PROV1485;P5023;2016;3;21,333333333333332;188,79479999999998;0,6666666666666666
PROV1485;P5037;2021;3;18,666666666666668;1035,3782483373632;0,6666666666666666
PROV1485;P5040;2015;3;17,0;2189,197434964326;0,6666666666666666
PROV1485;P5055;2017;3;22,333333333333332;1120,6060905517556;0,6666666666666666
PROV1485;P5055;2018;3;25,666666666666668;842,4538440543645;0,6666666666666666
PROV1485;P5080;2016;3;18,0;1819,9170819945934;0,6666666666666666
PROV1485;P5152;2015;3;23,333333333333332;2490,329462261616;0,6666666666666666
PROV1485;P5234;2017;3;25,0;6138,075340767993;0,6666666666666666
PROV1485;P5448;2015;3;19,666666666666668;1618,7336247844426;0,6666666666666666
PROV1485;P5448;2018;3;12,666666666666666;2509,096584830106;0,6666666666666666
PROV1585;MP025102;2016;3;39,0;4566,239930215333;0,6666666666666666
PROV1585;MP025106;2020;3;42,666666666666664;4155,823234913138;0,6666666666666666
PROV1585;MP025125;2018;3;32,666666666666664;11989,892096983549;0,6666666666666666
PROV1585;MP025126;2017;3;35,333333333333336;11269,739001956978;0,6666666666666666
PROV1585;MP025129;2018;3;30,333333333333332;7116,426418473073;0,6666666666666666
PROV1585;MP025140;2017;3;40,0;9605,062251156369;0,6666666666666666
PROV1585;MP025188;2020;3;31,333333333333332;27753,821952532075;0,6666666666666666
PROV1585;MP025223;2015;3;41,0;6943,684469383906;0,6666666666666666
PROV1585;MP025223;2018;3;33,0;12524,683994525825;0,6666666666666666
PROV1585;MP025240;2019;3;36,666666666666664;7250,10501120019;0,6666666666666666
PROV1585;MP025250;2018;3;29,666666666666668;2762,5039613581866;0,6666666666666666
PROV1585;MP025264;2019;3;47,0;13722,46930364769;0,6666666666666666
PROV1585;MP025278;2017;3;33,666666666666664;11330,390471782363;0,6666666666666666
PROV1585;MP025283;2020;3;33,0;11660,430479073033;0,6666666666666666
PROV1585;MP025303;2016;3;39,0;18328,330215059545;0,6666666666666666
PROV1585;MP025304;2017;3;35,333333333333336;7748,217504809405;0,6666666666666666
PROV1585;MP025304;2019;3;46,333333333333336;6814,0042715188665;0,6666666666666666
PROV1585;MP025322;2015;3;41,666666666666664;1220,5897834761008;0,6666666666666666
PROV1585;MP025322;2020;3;34,666666666666664;15590,66366372646;0,6666666666666666
PROV1585;MP025323;2018;3;31,0;3725,1883154914713;0,6666666666666666
PROV1585;MP025338;2016;3;35,333333333333336;2101,699317154396;0,6666666666666666
PROV1585;MP025338;2017;3;31,333333333333332;16197,218169893406;0,6666666666666666
PROV1585;MP02536;2015;3;37,0;5991,5177978813235;0,6666666666666666
PROV1585;MP025363;2018;3;25,666666666666668;11832,879212888462;0,6666666666666666
PROV1585;MP025368;2020;3;25,0;6179,446014274621;0,6666666666666666
PROV1585;MP025384;2017;3;36,0;8382,604176588695;0,6666666666666666
PROV1585;MP025395;2016;3;40,666666666666664;2925,9520133844935;0,6666666666666666
PROV1585;MP025407;2020;3;33,0;6846,820406688109;0,6666666666666666
PROV1585;MP025412;2017;3;33,0;2316,0625989262444;0,6666666666666666
PROV1585;MP02542;2016;3;39,333333333333336;30439,779128993978;0,6666666666666666
PROV1585;MP025431;2018;3;25,0;14852,512799858096;0,6666666666666666
PROV1585;MP025431;2020;3;44,666666666666664;14225,393795657259;0,6666666666666666
PROV1585;MP025437;2015;3;41,0;642,4075728598041;0,6666666666666666
PROV1585;MP025440;2019;3;37,333333333333336;23445,30445848035;0,6666666666666666
PROV1585;MP025453;2017;3;45,666666666666664;4014,876441828176;0,6666666666666666
PROV1585;MP025486;2018;3;38,0;5697,284818641629;0,6666666666666666
PROV1585;MP025489;2019;3;30,333333333333332;9129,709221369038;0,6666666666666666
PROV1585;MP025497;2018;3;38,0;8035,394792372243;0,6666666666666666
PROV1585;MP025519;2018;3;33,333333333333336;1473,5173694811324;0,6666666666666666
PROV1585;MP025530;2020;3;40,666666666666664;11525,86346963804;0,6666666666666666
PROV1585;MP025536;2020;3;42,666666666666664;10388,808065117453;0,6666666666666666
PROV1585;MP025541;2020;3;31,666666666666668;24056,036545702107;0,6666666666666666
PROV1585;MP025548;2017;3;29,666666666666668;2767,6168304918533;0,6666666666666666
PROV1585;MP025548;2018;3;29,333333333333332;5020,901272480715;0,6666666666666666
PROV1585;MP025550;2017;3;29,666666666666668;1789,5794822196626;0,6666666666666666
PROV1585;MP025554;2020;3;32,333333333333336;5458,538887903764;0,6666666666666666
PROV1585;MP025558;2018;3;29,333333333333332;7125,3124128573745;0,6666666666666666
PROV1585;MP025563;2019;3;41,0;20055,90254373264;0,6666666666666666
PROV1585;MP025627;2018;3;25,0;14770,196371987897;0,6666666666666666
PROV1585;MP025633;2020;3;30,0;984,7870199999998;0,6666666666666666
PROV1585;MP025681;2018;3;26,0;3286,4909111545753;0,6666666666666666
PROV1585;MP025691;2019;3;37,666666666666664;16326,170207301562;0,6666666666666666
PROV1585;MP02578;2021;3;38,0;19503,015499826313;0,6666666666666666
PROV1585;MP02594;2015;3;37,0;6887,151875640815;0,6666666666666666
PROV1585;MP028238K;2020;3;30,0;1495,7644217118527;0,6666666666666666
PROV1585;MP07001;2017;3;35,666666666666664;11761,425853722598;0,6666666666666666
PROV1585;MP07032;2016;3;32,0;7258,50145664706;0,6666666666666666
PROV1585;MP07035;2017;3;37,333333333333336;3475,401799288918;0,6666666666666666
PROV1585;MP07040;2017;3;33,666666666666664;12909,544877623543;0,6666666666666666
PROV1585;MP07068;2018;3;32,333333333333336;1441,5519878085745;0,6666666666666666
PROV1585;MP07071;2018;3;23,666666666666668;4973,567713585807;0,6666666666666666
PROV1585;MP07071;2019;3;44,333333333333336;2066,8125905674588;0,6666666666666666
PROV1585;MP07089;2016;3;36,666666666666664;8258,1364591658;0,6666666666666666
PROV1585;MP07107;2018;3;22,333333333333332;7996,987798151732;0,6666666666666666
PROV1585;MP07107;2019;3;34,333333333333336;5304,954095636362;0,6666666666666666
PROV1585;MP07112;2017;3;41,0;4436,18016502561;0,6666666666666666
PROV1585;MP07116;2016;3;35,333333333333336;4498,676382841536;0,6666666666666666
PROV1585;MP07124;2018;3;27,666666666666668;2787,7389003588837;0,6666666666666666
PROV1585;MP07125;2018;3;27,666666666666668;6935,498143139807;0,6666666666666666
PROV1585;MP07133;2018;3;38,0;1524,8407070517333;0,6666666666666666
PROV1585;MP07137;2020;3;39,666666666666664;5709,0812958615425;0,6666666666666666
PROV1585;MP07138;2020;3;30,0;5199,23304324587;0,6666666666666666
PROV1585;MP07162;2020;3;44,333333333333336;2191,3375583774605;0,6666666666666666
PROV1585;MP07277;2020;3;39,666666666666664;2408,169805289189;0,6666666666666666
PROV1585;SE025541;2019;3;32,0;8001,760729715527;0,6666666666666666
PROV1585;SEP005;2017;3;26,0;29652,531289856815;0,6666666666666666
PROV1597;MP025264;2015;3;45,333333333333336;8917,15259535436;0,6666666666666666
PROV1597;MP02551;2016;3;33,333333333333336;6819,602375466028;0,6666666666666666
PROV1597;MP07019;2014;3;34,0;1764,863936491015;0,6666666666666666
PROV1756;MP028262;2021;3;35,666666666666664;2023,84221885647;0,6666666666666666
PROV1756;P9122;2015;3;32,333333333333336;204,81017249998098;0,6666666666666666
PROV1756;P9184;2020;3;29,333333333333332;669,3204986099763;0,6666666666666666
PROV1756;P9227T;2021;3;31,333333333333332;1930,2837252191416;0,6666666666666666
PROV1756;P9231T;2019;3;36,333333333333336;275,42452041562694;0,6666666666666666
PROV1756;P9231T;2020;3;30,333333333333332;738,2715264437668;0,6666666666666666
PROV1756;P9232T;2018;3;43,666666666666664;360,2096801709742;0,6666666666666666
PROV1756;P9251T;2020;3;32,0;463,08628361999604;0,6666666666666666
PROV1756;P9252;2015;3;35,0;632,1791980584492;0,6666666666666666
PROV1756;P9252;2016;3;39,0;648,8718316078089;0,6666666666666666
PROV1756;P9253;2019;3;37,666666666666664;1339,1743503391126;0,6666666666666666
PROV1756;P9262;2020;3;29,333333333333332;557,6654424778321;0,6666666666666666
PROV1756;P9301T;2017;3;33,666666666666664;438,64470000000006;0,6666666666666666
PROV1756;P9330;2015;3;39,666666666666664;390,25057608751644;0,6666666666666666
PROV1756;P9334T;2021;3;33,666666666666664;825,436535748288;0,6666666666666666
PROV1756;P9339T;2016;3;36,666666666666664;1183,742566954706;0,6666666666666666
PROV1756;P9339T;2017;3;26,0;1172,4052270134046;0,6666666666666666
PROV1756;P9386;2015;3;36,666666666666664;384,993813473954;0,6666666666666666
PROV1756;P9416;2019;3;33,0;1263,5306500133784;0,6666666666666666
PROV1756;P9475T;2015;3;36,333333333333336;158,89534226644685;0,6666666666666666
PROV1756;P9475T;2016;3;34,0;464,53540467140976;0,6666666666666666
PROV1756;P9475T;2018;3;37,333333333333336;468,15658970467996;0,6666666666666666
PROV1756;P9478;2021;3;35,333333333333336;1297,1085426047366;0,6666666666666666
PROV1756;P9485;2016;3;36,333333333333336;178,79532680176715;0,6666666666666666
PROV1756;P9496;2016;3;38,333333333333336;405,995439597007;0,6666666666666666
PROV1756;P9526T;2016;3;39,0;734,5047851702224;0,6666666666666666
PROV1756;P9532T;2020;3;36,333333333333336;168,34362715430086;0,6666666666666666
PROV1756;P9542T;2020;3;32,0;1368,6866451499411;0,6666666666666666
PROV1756;P9546;2019;3;23,666666666666668;451,6022212629887;0,6666666666666666
PROV1756;P9548;2020;3;25,0;308,7585267081032;0,6666666666666666
PROV1756;P9558;2021;3;37,666666666666664;2373,501754225598;0,6666666666666666
PROV1756;P9565T;2020;3;36,333333333333336;3116,341159723779;0,6666666666666666
PROV1756;P9576T;2020;3;32,333333333333336;496,7994201333061;0,6666666666666666
PROV1756;P9876;2020;3;38,666666666666664;635,6408227632469;0,6666666666666666
PROV1756;P9892;2021;3;45,0;598,4369324875811;0,6666666666666666
PROV1816;MP07013;2018;3;34,666666666666664;17110,32341404831;0,6666666666666666
PROV1816;MP07013;2019;3;37,0;39407,0419511497;0,6666666666666666
PROV1816;MP07015;2020;3;28,666666666666668;7583,18929659726;0,6666666666666666
PROV1834;MP025112;2016;3;24,0;7348,033693737514;0,6666666666666666
PROV1834;MP025625;2017;3;36,333333333333336;1835,1555874392207;0,6666666666666666
PROV1834;MP07014;2016;3;27,666666666666668;13686,270154007789;0,6666666666666666
PROV1875;SE31110;2019;3;23,333333333333332;651,7440481878707;0,6666666666666666
PROV1875;SE31133;2021;3;36,0;5070,071554495404;0,6666666666666666
PROV1875;SE31135;2019;3;39,333333333333336;350,19250438848155;0,6666666666666666
PROV1875;SE31136;2019;3;27,333333333333332;1069,6802556607463;0,6666666666666666
PROV1875;SE31139;2019;3;19,666666666666668;1161,4321054641794;0,6666666666666666
PROV1875;SE31160;2021;3;31,666666666666668;285,12701550358486;0,6666666666666666
PROV1875;SE31225;2019;3;35,0;501,15487437032704;0,6666666666666666
PROV1875;SE3153;2018;3;41,333333333333336;359,6579153011293;0,6666666666666666
PROV1875;SE3159;2018;3;40,333333333333336;1336,6825243357944;0,6666666666666666
PROV1875;SE3162;2018;3;36,0;817,7378488578503;0,6666666666666666
PROV1875;SE3163;2019;3;24,333333333333332;795,0776522411363;0,6666666666666666
PROV1875;SE3174;2018;3;40,333333333333336;1416,2047459697515;0,6666666666666666
PROV1875;SE3175;2018;3;40,333333333333336;1076,931949063186;0,6666666666666666
PROV1875;SE3187;2018;3;39,0;478,9374733406362;0,6666666666666666
PROV1875;SE3193;2019;3;36,0;1215,9152239948676;0,6666666666666666
PROV1875;SE4142;2017;3;37,666666666666664;210,7638925348772;0,6666666666666666
PROV1875;SE4142;2018;3;42,333333333333336;319,0911606923524;0,6666666666666666
PROV1875;SE4169;2018;3;42,666666666666664;2981,786695242984;0,6666666666666666
PROV1875;SE4173;2021;3;37,0;3644,620373613283;0,6666666666666666
PROV1936;SE41240;2019;3;31,666666666666668;1153,1778645538352;0,6666666666666666
PROV1940;SE4105;2019;3;37,666666666666664;2261,6543203400793;0,6666666666666666
PROV1940;SE41178;2019;3;28,333333333333332;1295,919127444225;0,6666666666666666
PROV1964;SE3111;2019;3;33,666666666666664;2523,282718537385;0,6666666666666666
PROV1964;SE31222;2020;3;31,666666666666668;326,6871250113694;0,6666666666666666
PROV1964;SE31274;2019;3;36,666666666666664;720,46950412555;0,6666666666666666
PROV1964;SE41129;2020;3;35,333333333333336;630,3513944958123;0,6666666666666666
PROV1964;SE41270;2020;3;44,666666666666664;4963,44595665333;0,6666666666666666
PROV1976;P9122;2017;3;31,333333333333332;596,2059580995709;0,6666666666666666
PROV1976;P9189;2017;3;32,333333333333336;1018,1401967710259;0,6666666666666666
PROV1976;P9189;2018;3;32,666666666666664;450,1698719896368;0,6666666666666666
PROV1976;P9224T;2019;3;26,666666666666668;254,76594522806576;0,6666666666666666
PROV1976;P9224T;2020;3;31,666666666666668;338,6766890323605;0,6666666666666666
PROV1976;P9237T;2020;3;40,0;481,7171145692853;0,6666666666666666
PROV1976;P9304;2018;3;34,333333333333336;454,4053708492348;0,6666666666666666
PROV1976;P9320T;2018;3;35,0;357,98257416547517;0,6666666666666666
PROV1976;P9336T;2018;3;32,0;568,3474566354716;0,6666666666666666
PROV1976;P9336T;2019;3;28,666666666666668;1730,2287833492846;0,6666666666666666
PROV1976;P9336T;2020;3;28,666666666666668;571,2741354304843;0,6666666666666666
PROV1976;P9336T;2021;3;30,666666666666668;1479,2162737032513;0,6666666666666666
PROV1976;P9340T;2020;3;27,333333333333332;1060,2334437062439;0,6666666666666666
PROV1976;P9340T;2021;3;28,333333333333332;1340,0053811402547;0,6666666666666666
PROV1976;P9341T;2020;3;31,666666666666668;1404,481736592701;0,6666666666666666
PROV1976;P9345;2020;3;36,0;365,21594406694726;0,6666666666666666
PROV1976;P9346;2019;3;35,0;391,64858435256616;0,6666666666666666
PROV1976;P9347;2019;3;29,666666666666668;405,008604;0,6666666666666666
PROV1976;P9391T;2021;3;30,333333333333332;1713,9285531069054;0,6666666666666666
PROV1976;P9392T;2020;3;30,333333333333332;303,99060633520014;0,6666666666666666
PROV1976;P9401;2021;3;28,0;276,6398629651799;0,6666666666666666
PROV1976;P9450T;2018;3;32,0;183,6059227752317;0,6666666666666666
PROV1976;P9471T;2017;3;25,0;1113,5973675987618;0,6666666666666666
PROV1976;P9487T;2021;3;32,666666666666664;1272,707630990566;0,6666666666666666
PROV1976;P9527;2019;3;34,666666666666664;590,9949264117646;0,6666666666666666
PROV1976;P9538T;2017;3;38,666666666666664;261,09305765041984;0,6666666666666666
PROV1976;P9572;2021;3;28,0;174,98466;0,6666666666666666
PROV1976;P9573;2021;3;30,333333333333332;393,9606783799601;0,6666666666666666
PROV1976;P9587T;2020;3;31,666666666666668;678,5394643611572;0,6666666666666666
PROV1976;P9587T;2021;3;28,333333333333332;664,1904244478726;0,6666666666666666
PROV1976;P9589T;2017;3;28,333333333333332;280,3075404419427;0,6666666666666666
PROV1976;P9593T;2019;3;38,333333333333336;986,4972355861252;0,6666666666666666
PROV1976;P9810;2018;3;33,0;450,88668197913086;0,6666666666666666
PROV1976;P98102;2021;3;28,0;641,6380987420555;0,6666666666666666
PROV1976;P98141T;2017;3;32,0;411,4224465766014;0,6666666666666666
PROV1976;P98141T;2021;3;37,666666666666664;600,2692996094343;0,6666666666666666
PROV1976;P98146T;2018;3;32,666666666666664;334,9231517825009;0,6666666666666666
PROV1976;P98150T;2019;3;38,333333333333336;437,64596198296135;0,6666666666666666
PROV1976;P98153T;2019;3;33,666666666666664;399,01751084344073;0,6666666666666666
PROV1976;P98170T;2019;3;31,0;351,275169939248;0,6666666666666666
PROV1976;P98193;2021;3;33,0;676,9658365051708;0,6666666666666666
PROV1976;P98203T;2019;3;34,0;438,2799397826069;0,6666666666666666
PROV1976;P98221T;2019;3;35,0;641,9363213117958;0,6666666666666666
PROV1976;P98226T;2021;3;28,0;506,8829800159957;0,6666666666666666
PROV1976;P9823;2019;3;40,0;762,9313371228614;0,6666666666666666
PROV1976;P98239T;2018;3;34,333333333333336;251,3508619707499;0,6666666666666666
PROV1976;P98248T;2018;3;34,0;349,18972406419925;0,6666666666666666
PROV1976;P98251T;2018;3;33,333333333333336;446,9062907613835;0,6666666666666666
PROV1976;P98256T;2017;3;29,0;372,1156836769314;0,6666666666666666
PROV1976;P98256T;2020;3;42,333333333333336;285,8073173141538;0,6666666666666666
PROV1976;P98263T;2019;3;31,333333333333332;175,93884398436217;0,6666666666666666
PROV1976;P98265T;2017;3;31,0;438,9526897180026;0,6666666666666666
PROV1976;P98266T;2018;3;34,0;381,101049768758;0,6666666666666666
PROV1976;P98270;2018;3;31,333333333333332;284,2600774747989;0,6666666666666666
PROV1976;P98278T;2019;3;30,333333333333332;517,622639811139;0,6666666666666666
PROV1976;P98280T;2019;3;28,666666666666668;129,67801515668327;0,6666666666666666
PROV1976;P98281T;2019;3;40,0;181,99316113603322;0,6666666666666666
PROV1976;P9829T;2019;3;29,666666666666668;620,3160788404555;0,6666666666666666
PROV1976;P9830;2021;3;28,333333333333332;560,0100578549689;0,6666666666666666
PROV1976;P9867T;2021;3;30,333333333333332;977,0877394500937;0,6666666666666666
PROV1976;P9875;2017;3;31,333333333333332;517,3970230303594;0,6666666666666666
PROV1976;P9895;2019;3;32,333333333333336;166,20190650929106;0,6666666666666666
PROV1976;SE5013;2019;3;28,666666666666668;245,4267720276058;0,6666666666666666
PROV1976;SE5016;2021;3;28,0;288,851704849702;0,6666666666666666
PROV1976;SE5031;2019;3;30,333333333333332;175,38448499999998;0,6666666666666666
PROV1976;SE5038;2017;3;32,0;1571,2142585484905;0,6666666666666666
PROV1976;SE5039;2017;3;23,0;395,25344922302367;0,6666666666666666
PROV1976;SE5039;2018;3;34,666666666666664;494,7697402738275;0,6666666666666666
PROV1976;SE5040;2017;3;31,666666666666668;758,2683203325087;0,6666666666666666
PROV1976;SE5042;2019;3;26,333333333333332;332,4852248556457;0,6666666666666666
PROV1976;SE5047;2018;3;34,333333333333336;1897,2111524705583;0,6666666666666666
PROV1976;SE5069;2021;3;33,0;277,7397124411355;0,6666666666666666
PROV1976;SE5073;2020;3;31,0;514,9427127862776;0,6666666666666666
PROV1976;SE5075;2018;3;36,0;981,7127042718057;0,6666666666666666
PROV1976;SE5076;2019;3;33,666666666666664;678,8655446335661;0,6666666666666666
PROV1976;SE5078;2018;3;35,333333333333336;1897,354247259718;0,6666666666666666
PROV1976;SE5091;2018;3;33,333333333333336;546,0964798716758;0,6666666666666666
PROV1976;SE5108;2018;3;38,333333333333336;3058,446580734606;0,6666666666666666
PROV1976;SE5115;2019;3;32,0;1261,5688461318628;0,6666666666666666
PROV1976;SE5123;2017;3;39,666666666666664;317,1812998424063;0,6666666666666666
PROV1976;SE5125;2018;3;35,333333333333336;822,0468639547239;0,6666666666666666
PROV1976;SE5132;2020;3;42,333333333333336;479,7870073035092;0,6666666666666666
PROV1976;SE5147;2018;3;36,333333333333336;1479,8106003963585;0,6666666666666666
PROV1976;SE5173;2019;3;28,0;498,58426345504114;0,6666666666666666
PROV1976;SE5180;2019;3;28,333333333333332;883,1603620795488;0,6666666666666666
PROV1976;SE5193;2017;3;36,0;290,0340743047284;0,6666666666666666
PROV1976;SE5221;2019;3;33,666666666666664;206,7875568;0,6666666666666666
PROV1976;SE5224;2019;3;32,0;1414,851972910053;0,6666666666666666
PROV2017;MP025296;2017;3;33,666666666666664;11015,160506434271;0,6666666666666666
PROV2017;SE3127;2018;3;42,666666666666664;803,9194569661047;0,6666666666666666
PROV2164;MP025335;2019;3;39,0;1541,2257133440721;0,6666666666666666
PROV2164;MP025642;2019;3;39,0;6610,603924902032;0,6666666666666666
PROV2164;MP025642;2021;3;27,666666666666668;8278,125173605034;0,6666666666666666
PROV2164;SE3115;2019;3;39,0;17402,452936258116;0,6666666666666666
PROV2318;SE4179;2020;3;31,0;4594,786846896901;0,6666666666666666
PROV40001000;MP02702;2020;3;15,0;15924,106122947192;0,6666666666666666
PROV40002220;MP02468;2015;3;19,0;3744,280655383637;0,6666666666666666
PROV1485;P5440;2018;3;10,8;17564,75143024931;0,6
PROV1976;P9277;2021;3;34,2;881,4215717775019;0,6
PROV1976;SE5102;2021;3;35,6;1149,4932475887676;0,6
PROV1398;P9133;2016;3;37,25;3284,134617937143;0,5
PROV1398;P9294T;2017;3;32,75;6317,3995715690835;0,5
PROV1398;P9855;2020;3;38,5;7379,188511347652;0,5
PROV1398;SE5001;2018;3;42,5;20346,714577784718;0,5
PROV1398;SE5096;2020;3;48,75;485,28511516056375;0,5
PROV1475;MP025112;2021;3;32,75;4426,300512289523;0,5
PROV1485;P4391;2018;3;16,75;1497,7909630616073;0,5
