IDSupplier,YearMonth,total_amount_eur,num_products,num_invoices
PROV1938,2020-10,22582.22212540504,1,1
PROV1984,2017-05,22520.14035,2,2
PROV41001800,2015-04,22500.0,1,1
PROV1558,2016-07,22484.424431290827,1,2
PROV40001000,2016-06,22424.691415004178,3,3
PROV1936,2021-02,22423.43567711024,14,1
PROV40002220,2015-08,22422.19460473833,6,1
PROV1397,2020-01,22405.32144791344,4,1
PROV1027,2019-04,22391.04587062393,4,2
PROV1734,2016-06,22350.41538139622,2,3
PROV1976,2020-05,22281.10861388213,90,2
PROV40002220,2019-02,22229.353878285274,14,1
PROV1397,2016-07,22193.450280940382,9,5
PROV1938,2019-07,22166.599895453674,1,1
PROV1597,2014-12,22113.150583168488,14,4
PROV1734,2018-08,22008.026235218786,3,3
PROV2017,2017-12,21957.387855995883,19,2
PROV41001800,2017-03,21953.026806394166,2,2
PROV1834,2016-01,21951.336116889903,17,1
PROV1397,2015-08,21945.473719549234,7,4
PROV1964,2021-02,21944.377864272254,10,1
PROV1938,2018-04,21929.917869968944,1,2
PROV1441,2014-09,21907.14259107726,2,3
PROV1938,2018-05,21864.56517423422,1,2
PROV1441,2014-06,21852.02681220987,2,5
PROV1061,2014-07,21846.390170485614,61,3
PROV1398,2015-02,21798.309979484406,44,1
PROV1875,2019-06,21766.530965593654,56,1
PROV1649,2014-11,21714.611553284918,2,1
PROV1834,2016-05,21709.60294816036,20,2
PROV1790,2014-10,21676.363168534015,1,1
PROV1475,2016-03,21669.419370908814,7,1
PROV1597,2016-07,21642.004056702175,9,2
PROV40001000,2018-10,21593.18839248926,1,1
PROV40000520,2018-03,21548.3750161654,4,4
PROV1398,2019-05,21543.220362271582,33,1
PROV40002330,2015-09,21512.879806013887,2,3
PROV40000520,2014-06,21469.247625770124,4,5
PROV1441,2021-06,21419.164620002943,2,2
PROV40002330,2019-05,21395.978656296054,4,4
PROV1597,2015-09,21324.422134305667,13,2
PROV40000520,2020-10,21319.766499628262,4,4
PROV40000520,2018-06,21196.699082587973,3,4
PROV1756,2019-05,21179.464963998642,63,2
PROV2164,2021-02,21138.75564392225,16,1
PROV1756,2018-07,21083.87047119895,40,2
PROV40000520,2017-09,21032.579471395864,3,4
PROV40000520,2017-07,20973.570960580728,3,2
PROV1816,2021-02,20959.321905692184,11,1
PROV40001000,2017-05,20914.74473300523,2,3
PROV1398,2019-11,20912.07636693363,28,1
PROV1397,2015-01,20905.689076635917,7,2
PROV1938,2018-01,20901.31616335235,1,2
PROV40002330,2018-09,20894.79408542276,3,5
PROV1964,2017-08,20853.728421710683,40,1
PROV40000520,2021-02,20807.237419805366,3,6
PROV1027,2014-05,20805.950850640278,3,2
PROV40002220,2019-03,20792.78058280603,16,2
PROV1397,2021-04,20778.179791401366,11,3
PROV1734,2019-04,20703.160146253966,2,1
PROV1558,2016-05,20702.228855599406,1,2
PROV40000520,2016-09,20656.31932154968,5,3
PROV40002220,2017-04,20590.858867917996,11,1
PROV40000520,2017-05,20575.381609803,5,5
PROV1938,2018-02,20492.43258027214,1,3
PROV40001000,2016-12,20421.44136473095,1,1
PROV1649,2017-07,20415.214261888163,3,3
PROV1397,2018-01,20344.064654425005,7,1
PROV1816,2018-09,20315.83125500329,4,1
PROV1397,2018-09,20314.524833736526,6,2
PROV40002330,2016-04,20275.445463443728,2,3
PROV1397,2017-03,20251.13953396692,12,3
PROV1061,2015-02,20234.005851313355,79,5
PROV40000520,2019-07,20035.595232077478,4,4
PROV1734,2016-08,20014.897821696315,3,5
PROV1754,2015-08,20009.771240583526,4,1
PROV40002330,2017-08,19941.624955798656,3,3
PROV40002330,2018-04,19938.747225146497,4,3
PROV40000520,2019-06,19903.96454117533,3,3
PROV1061,2016-08,19860.544538596492,60,1
PROV40000520,2017-06,19835.95865275691,3,4
PROV40002330,2021-03,19835.676172978194,3,2
PROV1733,2016-02,19823.256740160065,2,1
PROV1756,2018-09,19806.62748842806,51,2
PROV1649,2015-06,19790.22103986899,3,3
PROV40000187,2017-05,19784.082985466404,10,1
PROV1816,2020-07,19779.961697792012,7,1
PROV40001825,2017-06,19739.447147118062,5,5
PROV1397,2014-11,19671.084516466286,14,2
PROV1882,2017-04,19626.98477124403,1,3
PROV40002330,2016-10,19611.60984498818,3,3
PROV1398,2017-06,19588.08283874038,23,1
PROV1061,2016-03,19569.423961933742,72,2
PROV40000520,2017-03,19535.08416623114,4,4
PROV1938,2020-07,19533.831662805747,1,1
PROV1936,2019-08,19531.395640603056,10,1
PROV1938,2018-08,19474.520137687625,1,2
PROV1441,2019-07,19467.90931388511,2,2
PROV1754,2015-01,19466.126141355104,3,1
PROV1900,2017-10,19459.34825841429,2,1
PROV1597,2016-05,19427.401033261882,8,1
PROV1816,2019-09,19350.017536654253,7,1
PROV40000520,2018-10,19280.420542604104,3,4
PROV1027,2020-09,19248.11852233286,8,3
PROV1485,2020-08,19191.820955234867,26,3
PROV1756,2020-02,19191.429952462415,58,2
PROV40000187,2017-02,19158.58670378955,11,2
PROV1734,2016-07,19156.001075960397,2,4
PROV1649,2017-10,19105.18124341214,1,1
PROV1936,2017-12,19095.49304111203,17,1
PROV1976,2021-05,19074.233643819636,77,1
PROV1875,2017-05,19019.5180054233,34,2
PROV1061,2016-05,19015.989271563052,80,2
PROV2047,2019-01,19003.52369220713,1,1
PROV1734,2018-05,18900.60330010416,3,1
PROV40000520,2016-06,18860.6651830581,6,5
PROV40000520,2016-05,18846.310545818185,4,4
PROV40001000,2016-04,18787.997597138386,3,2
PROV1441,2016-11,18746.72959657484,2,2
PROV40000520,2020-11,18663.39662834774,3,5
PROV1597,2015-02,18601.442798525703,10,1
PROV40000520,2018-07,18584.82307634436,2,4
PROV1756,2016-12,18580.77932612784,19,1
PROV40002220,2019-01,18536.22830650834,6,1
PROV1976,2020-10,18525.371726961544,62,1
PROV40000850,2015-09,18522.0774419146,5,3
PROV40002330,2018-01,18471.002163643538,2,5
PROV40000520,2015-08,18453.215984057144,4,3
PROV40000520,2016-11,18448.82280910721,3,4
PROV40002220,2020-11,18435.896722989142,17,2
PROV1227,2017-09,18375.779187984594,1,1
PROV1597,2015-05,18371.970679566224,15,4
PROV40000520,2014-11,18353.36097167872,5,4
PROV1733,2015-07,18279.826422138263,1,1
PROV1938,2020-03,18251.782419906198,1,2
PROV1398,2014-08,18202.862036326253,38,1
PROV1756,2019-03,18190.47788350144,58,2
PROV2128,2021-03,18127.91449841381,4,4
PROV1875,2018-11,18118.84891516839,41,2
PROV1733,2021-05,18111.50518463009,1,1
PROV40002330,2021-02,18094.058628435894,2,3
PROV1734,2016-05,18029.673380588734,3,5
PROV40002330,2019-02,17976.468755239726,4,4
PROV1558,2018-10,17957.3728985621,2,2
PROV1876,2020-02,17953.8103012075,1,2
PROV1733,2016-06,17951.650424077692,2,1
PROV1875,2019-08,17811.643575463728,34,1
PROV1428,2015-07,17793.250304140885,7,4
PROV40002330,2020-11,17763.68680418467,2,4
PROV1061,2016-06,17715.505484104044,65,2
PROV40002330,2019-10,17680.97521462071,4,6
PROV1875,2017-06,17659.207888499473,37,1
PROV1756,2021-04,17646.982884330417,47,2
PROV1129,2019-02,17518.48462427344,1,1
PROV40000520,2015-05,17482.301275840673,4,3
PROV1650,2020-01,17452.564276923273,2,3
PROV1597,2015-07,17321.901700541348,17,2
PROV40002330,2016-02,17316.692036310444,3,4
PROV1129,2020-04,17296.92456159149,5,2
PROV1875,2019-09,17260.255776599526,33,1
PROV1870,2016-05,17247.915464242433,4,1
PROV1170,2018-09,17239.263202326878,2,1
PROV40002220,2018-07,17138.32316124661,7,1
PROV40002330,2021-05,17131.664588398955,2,6
PROV1875,2017-08,17051.68231366502,45,1
PROV1734,2016-04,17043.475838939365,2,5
PROV40002330,2016-05,16921.986454629234,3,4
PROV1964,2018-08,16911.90792173106,12,1
PROV40002220,2014-06,16896.503499307764,8,1
PROV40000520,2015-11,16821.94530245441,4,4
PROV40002330,2017-05,16821.457327908254,4,4
PROV1936,2021-03,16810.19390049008,4,1
PROV1900,2017-11,16803.423655753035,2,1
PROV1734,2019-06,16790.963177089183,2,2
PROV1976,2020-07,16789.10098968009,86,1
PROV1193,2015-01,16720.71172064955,1,1
PROV1876,2019-04,16713.176932137052,1,3
PROV40001000,2017-09,16632.35460876933,1,3
PROV1734,2015-10,16614.991412720712,5,2
PROV2128,2021-05,16562.99840309848,4,2
PROV1597,2014-10,16498.91855398903,21,2
PROV1756,2017-07,16482.30676207592,20,1
PROV40002220,2017-06,16440.8165972548,8,1
PROV1558,2018-09,16403.725389710853,1,1
PROV1816,2019-03,16390.55993666555,8,1
PROV1027,2014-11,16321.85194834116,3,3
PROV40002220,2019-07,16287.043731157857,10,1
PROV1733,2016-12,16171.452645879737,4,1
PROV40001000,2017-07,16152.963151250065,3,2
PROV1938,2019-02,16151.500521461807,1,1
PROV1976,2019-11,16025.738036526214,71,1
PROV1170,2017-06,15971.303777979654,2,1
PROV40000520,2017-01,15943.945896143025,4,2
PROV1650,2019-04,15932.46384129965,2,1
PROV1441,2020-02,15923.432340439875,2,2
PROV1027,2020-11,15903.928441450716,3,3
PROV1936,2019-01,15870.85990218953,17,2
PROV1061,2016-10,15816.525436422351,60,2
PROV1473,2017-03,15755.191733711534,1,1
PROV1441,2017-10,15748.589279205595,2,3
PROV1650,2019-03,15716.122051305265,2,4
PROV1875,2021-05,15640.21277861161,28,2
PROV1551,2017-07,15625.648584543289,2,1
PROV1061,2015-03,15559.93819672891,77,3
PROV1756,2016-06,15518.629598897971,20,1
PROV2128,2019-05,15506.923277872394,1,2
PROV1976,2020-02,15485.480258513771,61,2
PROV1875,2020-01,15469.613499242343,46,1
PROV40002220,2015-02,15443.46345666561,8,2
PROV1346,2015-01,15414.65459121208,1,1
PROV1976,2020-08,15397.55598830962,74,1
PROV1397,2020-02,15380.136219378892,5,2
PROV40002330,2016-06,15355.136795297905,3,6
PROV2128,2019-11,15330.986706611779,2,2
PROV1875,2019-12,15313.906464890657,32,1
PROV40000850,2019-02,15264.74962062105,5,3
PROV1397,2018-06,15245.263782051508,4,2
PROV1976,2018-10,15216.126832873479,65,2
PROV1061,2017-02,15212.829992368896,78,2
PROV1485,2021-06,15212.182701709064,10,1
PROV1734,2015-09,15175.825393366636,2,1
PROV1758,2016-12,15162.84,1,1
PROV40001000,2019-01,15138.940070151042,2,2
PROV1027,2017-06,15113.274400794906,1,1
PROV1816,2019-07,15101.437110478335,3,1
PROV1938,2021-03,15098.849560100327,1,1
PROV1027,2015-02,15057.652481777377,2,2
PROV1441,2021-02,15008.921339904367,2,1
PROV40000520,2018-04,14991.293495984382,3,2
PROV1734,2015-02,14978.47539976517,9,2
PROV1458,2014-09,14972.195138323854,3,1
PROV40002220,2015-05,14969.190171815806,9,2
PROV2318,2020-09,14960.175460828024,3,1
PROV1976,2020-11,14918.933728503041,55,1
PROV1936,2020-08,14908.789814045884,11,1
PROV1061,2015-06,14903.236299048469,67,2
PROV1964,2018-03,14884.430285848644,10,1
PROV40000187,2016-02,14882.455036020094,6,1
PROV40001000,2016-01,14856.733669027719,2,2
PROV1398,2017-11,14854.105458385644,14,1
PROV1398,2018-03,14828.897057754233,22,1
PROV1475,2015-05,14813.058949661741,9,1
PROV40002220,2021-02,14806.723954233335,11,2
PROV1441,2015-09,14794.39963701267,2,3
PROV40001000,2015-02,14788.9459141685,3,2
PROV40000520,2018-11,14742.082149186372,2,4
PROV1756,2019-07,14716.876710079754,33,1
PROV1129,2018-09,14654.673407891001,2,2
PROV1397,2021-02,14653.47910997528,7,2
PROV1756,2018-05,14653.396950059374,45,1
PROV1597,2017-01,14639.716358806098,14,2
PROV40001000,2017-01,14628.732179170405,2,1
PROV1441,2017-07,14614.706880624813,2,4
PROV1558,2015-08,14607.23399000825,1,1
PROV1734,2015-06,14474.960024041668,4,2
PROV1027,2021-05,14466.952948888655,3,2
PROV1428,2021-05,14452.883770822984,3,1
PROV1061,2015-11,14451.923863506325,57,3
PROV40000187,2017-06,14439.132372435457,6,4
PROV40000520,2015-12,14396.232183637312,5,4
PROV1938,2021-01,14394.170059278538,1,2
PROV40002330,2020-10,14381.206801724344,4,4
PROV1129,2018-06,14350.173668741101,5,2
PROV1441,2014-07,14342.869184191797,2,3
PROV1129,2018-03,14332.094151592933,2,2
PROV40000187,2016-05,14320.09282909139,6,2
PROV40002220,2016-04,14296.548871888406,5,1
PROV40000520,2014-10,14248.557030831433,5,4
PROV1976,2018-11,14230.681568346394,71,1
PROV40000520,2017-12,14223.875018102093,6,2
PROV40000187,2017-07,14180.619535515727,8,2
PROV1875,2017-10,14147.407487421628,40,1
PROV1976,2019-01,14144.310704398382,65,1
PROV1027,2020-04,14097.306635548368,1,1
PROV1875,2021-02,14094.350498295948,35,1
PROV1650,2019-08,14061.026083952134,2,2
PROV40000520,2017-11,14049.28209898498,3,3
PROV40000520,2015-07,13981.629931981663,6,4
PROV1441,2017-04,13970.368465985286,1,3
PROV1964,2018-01,13959.269361096094,13,2
PROV1649,2015-05,13942.485748328612,4,3
PROV1061,2015-04,13920.62742394714,79,2
PROV40002330,2014-10,13894.928860235357,3,5
PROV1964,2020-06,13891.643248525139,12,1
PROV40000850,2018-06,13887.930780664235,4,4
PROV1756,2019-01,13882.715960990025,48,1
PROV1398,2015-06,13874.512343051341,39,1
PROV1756,2018-11,13858.437023969002,54,1
PROV40000187,2015-10,13819.341891485059,12,5
PROV1397,2018-07,13763.192711788384,6,2
PROV1061,2014-12,13711.70810408151,49,1
PROV1027,2019-03,13564.435340651165,3,4
PROV1976,2017-12,13522.307581113379,51,1
PROV1876,2020-01,13485.479075929406,1,5
PROV40000520,2014-05,13465.594226350202,4,2
PROV1397,2015-07,13445.07361367896,4,3
PROV1441,2020-08,13355.947207732812,1,1
PROV40001000,2015-06,13327.583204425531,3,3
PROV2128,2020-01,13321.904858908629,2,2
PROV40002220,2019-05,13312.542017799824,15,1
PROV1936,2020-06,13257.349549740175,5,1
PROV2021,2017-09,13184.04935613543,1,1
PROV1441,2019-10,13165.407022918063,1,2
PROV1441,2015-03,13163.660979292214,2,4
PROV40000520,2020-09,13161.148431090649,5,4
PROV40002330,2020-02,13149.945390176368,2,2
PROV40002220,2017-02,13138.85030869346,8,1
PROV1964,2020-01,13038.383192333886,13,1
PROV40002330,2016-11,12973.803988032345,2,3
PROV1976,2019-08,12939.689679054349,46,1
PROV1558,2020-11,12926.685360736814,1,1
PROV40002330,2015-07,12918.854076854837,2,2
PROV1917,2017-11,12911.460026783761,1,1
PROV40000187,2015-04,12895.317854154586,9,4
PROV1397,2017-01,12856.747257388875,9,1
PROV1061,2014-10,12845.992497951334,56,2
PROV40002330,2014-12,12835.387230321312,1,1
PROV1027,2019-01,12786.152807867635,1,1
PROV2017,2018-09,12776.718613335306,2,1
PROV1397,2020-09,12730.54259308764,4,1
PROV40000187,2016-08,12716.773681261375,9,3
PROV40002330,2018-02,12616.23121389605,2,3
PROV1756,2016-07,12612.449512561656,25,1
PROV40000187,2016-01,12604.48086118939,13,2
PROV40000187,2016-04,12559.44329202965,7,3
PROV1027,2020-01,12493.157327891884,4,3
PROV2128,2020-08,12490.824916140398,4,3
PROV40000850,2017-08,12482.706759314571,2,2
PROV1964,2021-03,12455.202866108624,7,1
PROV40000850,2019-09,12441.830659336745,2,1
PROV1194,2014-10,12423.974528958248,1,1
PROV1061,2016-01,12421.024982375282,54,1
PROV1397,2019-08,12416.71247159964,7,2
PROV1733,2014-12,12399.581436849727,1,1
PROV1756,2017-06,12395.64541179799,16,1
PROV40002330,2018-11,12366.929058579502,3,4
PROV40000520,2018-08,12366.062877667138,3,3
PROV40000520,2020-04,12349.6389356861,2,1
PROV40001000,2018-06,12344.39999999999,2,2
PROV1650,2021-06,12340.630179065221,3,2
PROV1558,2020-10,12328.285181180236,1,2
PROV1834,2017-02,12325.129797309313,14,1
PROV1968,2020-08,12314.217046535257,12,2
PROV1976,2019-10,12307.36232703983,51,1
PROV1734,2016-10,12282.897479399095,2,1
PROV40000520,2017-02,12275.995763766192,4,4
PROV1734,2015-05,12248.528742121582,2,1
PROV40000850,2019-04,12192.2904557844,2,2
PROV1734,2014-11,12147.232744927542,1,2
PROV1397,2017-12,12132.026724290625,3,1
PROV2164,2021-05,12131.217305920434,14,2
PROV40000850,2016-08,12116.76712973547,4,2
PROV40000187,2016-11,12109.3883237451,12,2
PROV1558,2018-08,12090.182014858121,1,1
PROV1734,2019-01,12080.17756296617,2,2
PROV1397,2019-01,12069.995961265773,5,2
PROV40002330,2020-03,12021.039217724345,3,4
PROV1650,2018-03,12003.868598240231,2,1
PROV1734,2014-09,11952.933712649141,2,2
PROV40001000,2019-03,11942.346046196539,1,1
PROV1876,2016-06,11903.929531207954,1,1
PROV40000187,2015-11,11898.056710695419,12,4
PROV40002220,2017-07,11880.626838767439,9,1
PROV1428,2019-08,11844.176908109146,8,2
PROV1397,2018-12,11844.018071201092,5,2
PROV1650,2018-04,11829.918218563915,2,1
PROV1397,2017-09,11827.15473967761,6,1
PROV40000520,2019-02,11779.694805157267,2,4
PROV40002330,2017-09,11776.638681583936,2,2
PROV1734,2014-06,11770.570789688973,2,1
PROV1428,2018-01,11745.764871725718,9,2
PROV40001000,2016-09,11706.02861700986,2,2
PROV1027,2017-09,11703.601242076447,1,1
PROV40002330,2020-09,11684.659643942257,2,3
PROV1875,2020-03,11671.35170963916,21,1
PROV1938,2019-01,11670.880733681039,1,2
PROV40001825,2018-09,11639.74215888144,2,2
PROV1649,2016-10,11615.05720432754,2,2
PROV40000187,2015-05,11600.24030348989,10,2
PROV1170,2017-09,11549.86398037729,3,1
PROV1323,2017-01,11535.122952780897,1,1
PROV40002220,2016-03,11511.40064746782,8,2
PROV2318,2020-04,11509.924961730208,3,2
PROV1061,2014-05,11503.798063216327,49,1
PROV1558,2018-07,11499.56282583646,1,1
PROV1428,2015-09,11497.148193023313,8,2
PROV1734,2018-03,11487.320079318115,3,2
PROV1551,2015-09,11483.64377333663,2,1
PROV1027,2020-06,11481.797609136953,4,2
PROV1650,2021-02,11475.166124425881,3,2
PROV1900,2018-09,11465.048549904543,2,1
PROV40002330,2020-04,11454.337761036839,2,2
PROV1900,2020-09,11422.257790182126,2,1
PROV1027,2020-03,11411.92531420895,8,5
PROV1558,2020-12,11398.887278831218,1,1
PROV2197,2020-06,11396.058985068568,21,1
PROV1428,2019-05,11387.24746835182,5,1
PROV1734,2015-04,11372.279992902659,2,3
PROV40000850,2018-10,11368.186932598392,3,2
PROV40000187,2015-02,11363.558288652168,9,3
PROV40002220,2015-07,11356.831489085278,8,2
PROV40000187,2017-04,11338.446565050002,9,2
PROV1938,2019-11,11318.551446339796,1,2
PROV1936,2020-01,11317.113381628398,12,1
PROV1734,2016-11,11309.564002842482,3,2
PROV1756,2019-11,11305.92836586847,37,1
PROV40001000,2020-03,11275.199999999979,1,2
PROV1938,2019-04,11267.98279406107,1,1
PROV1876,2019-03,11266.310913104075,1,2
PROV40002330,2017-11,11237.990945060496,2,3
PROV40000187,2015-06,11225.096489260144,9,3
PROV1650,2020-10,11219.75094259772,4,3
PROV1976,2018-03,11203.070922701598,23,1
PROV1129,2018-05,11187.885361241877,2,1
PROV1397,2016-10,11142.504426028163,5,2
PROV1834,2016-06,11096.382364326648,16,3
PROV1754,2015-02,11072.764368000002,2,1
PROV1938,2018-12,11067.669782297482,1,1
PROV1441,2020-11,11048.087003518202,2,2
PROV1129,2020-08,11040.829278050584,7,1
PROV1428,2014-09,11009.144414621911,1,1
PROV40002330,2014-06,11008.56244163158,2,3
PROV1397,2014-06,10975.811654226849,5,2
PROV1875,2020-10,10946.342746873166,33,2
PROV1756,2015-07,10834.177007146283,34,2
PROV40002220,2017-05,10833.308743546455,7,1
PROV1976,2021-02,10824.14860415503,34,1
PROV1650,2018-02,10819.456777393996,3,3
PROV40000850,2016-06,10791.527340214327,4,5
PROV1441,2017-08,10773.69363256828,2,1
PROV1650,2019-09,10749.369457612374,1,2
PROV40000520,2021-05,10717.801441059635,3,5
PROV1870,2016-11,10716.19272833652,9,1
PROV1936,2020-11,10707.841985494924,4,1
PROV1428,2019-01,10699.439383416167,5,1
PROV1875,2017-12,10695.88045929027,19,1
PROV40000850,2016-10,10669.975644245647,5,5
PROV1875,2018-09,10630.121569244158,33,2
PROV1129,2020-09,10617.190982962391,4,1
PROV40000520,2020-08,10609.234770929697,5,2
PROV1756,2018-06,10597.196987722675,35,1
PROV40002220,2018-01,10588.21811868509,8,1
PROV1027,2017-04,10556.521705321633,2,2
PROV1900,2018-02,10543.446393314365,2,2
PROV40000187,2014-06,10536.32936879154,9,3
PROV40001825,2016-09,10526.15873070792,4,2
PROV40001000,2016-10,10526.083200000001,2,2
PROV1428,2017-03,10520.254095866827,4,1
PROV40002220,2016-09,10507.757175397024,9,3
PROV1875,2019-11,10497.142029441238,26,1
PROV1875,2018-01,10475.552790574546,20,2
PROV1061,2014-11,10456.01398283275,50,1
PROV40002330,2015-04,10446.81260548822,1,3
PROV1936,2019-11,10441.818436020478,8,1
PROV40000520,2020-06,10439.361423765835,3,3
PROV1027,2019-06,10435.679303466459,4,3
PROV41001142,2015-03,10428.21999300978,1,1
PROV1061,2016-02,10399.271865415492,50,1
PROV1129,2016-09,10329.748184310249,5,3
PROV40002220,2020-09,10328.673258426948,10,1
PROV1875,2019-10,10293.48239352477,23,1
PROV1129,2019-08,10242.76134425389,2,1
PROV40000850,2017-04,10214.850433243984,4,3
PROV1938,2018-03,10213.320924801694,1,1
PROV1936,2019-05,10210.815383752988,9,1
PROV1938,2020-09,10195.671768959559,1,2
PROV1734,2019-08,10187.688431963665,2,1
PROV1398,2016-02,10184.69882490725,29,2
PROV40002330,2015-06,10175.01136763746,4,3
PROV1876,2018-02,10160.334666161747,1,3
PROV40000520,2020-12,10139.19697210411,2,3
PROV40000187,2017-03,10134.441012530318,8,2
PROV1756,2019-02,10103.68976354495,46,1
PROV40002220,2016-02,10092.317551001675,9,1
PROV1876,2018-04,10090.136929662307,1,1
PROV40000187,2014-08,10074.375105972318,5,1
PROV1876,2020-10,10038.869775923522,1,2
PROV2197,2020-11,10019.458712242544,13,2
PROV1441,2020-09,10011.705419545528,2,2
PROV1027,2020-07,10003.355853552934,5,4
PROV1756,2015-04,9977.777570217466,30,2
PROV1323,2015-06,9955.446676036403,2,2
PROV1733,2015-09,9953.295257373487,4,1
PROV40002220,2021-01,9921.33879272892,10,1
PROV1649,2019-06,9919.1413384814,1,2
PROV1875,2020-02,9909.968977246395,26,1
PROV40000850,2016-01,9907.642706025712,4,1
PROV1756,2018-03,9904.9118331848,32,1
PROV40000520,2019-01,9900.900644300109,3,2
PROV1441,2015-11,9896.233744109202,2,2
PROV40000187,2018-07,9874.44468206709,10,2
PROV40002330,2016-09,9857.267852521714,1,3
PROV1551,2015-06,9845.138761766233,2,1
PROV40002330,2019-03,9825.207812266863,4,3
PROV40002330,2019-09,9820.968929433722,1,3
PROV1900,2019-09,9804.874778453312,2,2
PROV1938,2019-08,9793.779282622045,1,1
PROV1441,2017-11,9768.091305718253,1,3
PROV1027,2016-05,9752.346677156556,1,1
PROV40000850,2016-05,9735.618297172361,4,3
PROV40000187,2018-06,9728.24817768473,12,3
PROV1900,2020-07,9700.937349751766,1,1
PROV1733,2017-04,9700.18052353069,4,1
PROV1875,2019-07,9696.211486076132,24,3
PROV1441,2017-03,9691.912222101177,1,1
PROV1170,2018-05,9638.833092261362,3,1
PROV1650,2019-06,9630.636967074146,3,3
PROV1170,2014-06,9609.493471583311,2,1
PROV40002220,2014-07,9604.973235305488,8,2
PROV1964,2019-11,9604.18922753249,15,1
PROV1558,2015-05,9601.931434930715,1,1
PROV1650,2021-05,9589.179040289344,2,2
PROV2164,2020-01,9585.585277579463,11,1
PROV1061,2015-01,9570.515106957158,49,1
PROV1428,2019-12,9542.277098189648,7,1
PROV1756,2017-04,9535.138628150115,23,1
PROV1398,2017-03,9489.434995146776,25,1
PROV40002220,2016-12,9487.765338570243,5,2
PROV1816,2018-12,9481.999076153079,3,1
PROV1734,2017-02,9465.463853274116,3,5
PROV1875,2018-03,9433.448142102148,20,1
PROV1649,2016-03,9430.418430560732,2,2
PROV1650,2018-05,9416.05407009955,2,1
PROV1061,2015-12,9406.244275218833,47,1
PROV2047,2019-03,9399.324,1,1
PROV40001825,2016-10,9388.186675526784,4,3
PROV1441,2015-12,9377.464699115699,1,2
PROV1061,2014-08,9376.782938194116,39,1
PROV40002330,2014-07,9356.092608608367,2,3
PROV1940,2019-05,9339.939163590212,6,1
PROV40000850,2018-03,9331.681089658674,4,2
PROV1014,2020-11,9327.993093000436,9,7
PROV1170,2018-01,9323.680415241808,2,1
PROV40000187,2019-02,9322.973158482173,9,3
PROV40002220,2020-04,9319.08134859151,4,1
PROV1936,2018-06,9298.613782122748,10,1
PROV1940,2019-01,9286.54529031077,8,2
PROV1397,2021-05,9279.962533231332,4,1
PROV1061,2015-08,9273.343883566024,17,2
PROV1650,2017-09,9269.028860960887,3,1
PROV1465,2021-04,9255.43372121328,2,1
PROV1650,2021-04,9251.616465918476,1,1
PROV40000850,2016-04,9246.17778401704,4,3
PROV1734,2016-12,9236.871107178325,1,3
PROV1441,2016-02,9192.63420075153,1,3
PROV40002220,2016-08,9188.451809166607,8,1
PROV1428,2016-07,9183.415549319827,4,1
PROV1900,2016-10,9175.268726492895,1,1
PROV1061,2015-10,9165.057818982863,38,4
PROV1129,2017-10,9147.052527675381,3,2
PROV1027,2015-03,9120.805193242817,1,1
PROV1397,2019-03,9119.70869092564,5,1
PROV1027,2019-07,9117.156282056834,4,2
PROV40000520,2021-04,9103.302040454479,3,3
PROV40001825,2015-09,9101.657326171096,5,4
PROV40002330,2017-06,9090.366332680833,3,3
PROV1649,2014-07,9076.118052494929,1,1
PROV1170,2016-11,9063.318705551621,2,1
PROV1876,2021-01,9056.093226848054,1,4
PROV1397,2021-03,9036.395822581151,7,2
PROV1649,2017-05,9026.871273150613,2,2
PROV1875,2019-03,9009.096021457635,32,2
PROV1649,2017-03,9005.471446563244,3,3
PROV1397,2014-07,9005.18946356041,5,2
PROV1475,2016-01,8994.859994663584,5,1
PROV1397,2017-04,8990.618905202113,7,1
PROV40000850,2016-09,8981.05970261764,3,2
PROV1968,2020-02,8972.868521359374,9,1
PROV1900,2018-04,8950.947706617299,1,1
PROV40000187,2016-09,8925.573294986554,13,3
PROV40000520,2017-10,8916.417975501114,3,2
PROV1876,2017-01,8912.4319357139,1,3
PROV40000850,2018-01,8903.013234569458,4,2
PROV1428,2019-03,8882.74248573027,3,2
PROV40000187,2016-12,8863.959034788471,4,1
PROV1649,2018-07,8844.3584508941,1,2
PROV1756,2020-07,8843.11892717612,21,1
PROV1940,2017-09,8839.115136892906,8,1
PROV40000520,2019-11,8834.82905342191,3,3
PROV1551,2016-02,8823.402962195636,3,1
PROV1170,2015-11,8812.029801455972,3,1
PROV40000187,2014-07,8795.07842358023,11,4
PROV1551,2016-01,8767.843020544025,5,2
PROV40000187,2018-04,8764.455210347196,6,1
PROV40002330,2020-06,8721.460593180147,3,3
PROV40002220,2020-07,8662.22153858702,15,2
PROV1834,2015-10,8661.632308725515,10,3
PROV1397,2015-11,8646.520861883126,4,2
PROV1734,2016-09,8630.313729691237,2,1
PROV1650,2020-07,8620.509402031588,2,3
PROV1133,2021-02,8604.041317726214,1,1
PROV40002220,2015-12,8600.639078379503,4,1
PROV1441,2020-04,8582.468572080405,2,1
PROV1428,2015-05,8564.16847515971,10,4
PROV1875,2016-05,8552.656368191521,28,1
PROV1558,2015-06,8548.899041645915,1,1
PROV1756,2017-11,8541.96352942618,23,1
PROV40000520,2020-01,8534.656928307833,4,3
PROV40000520,2016-04,8520.878065670651,4,3
